cdigo,cd_pai,nome,CJF,CNJ,JE1G,JE2G,JEFP,JEJE,JETR,JF1G,JF2G,JFJE,JFTNU,JFTR,JFTRU,JME1G,JMETJM,JMU1G,JMUSTM,JT1G,JT2G,JTTST,STF,STJ,TEU
13241,8838,Organismo Internacional ,,,,,,,,X,X,X,,X,,,,,,X,X,X,X,X,
13244,13005,Parte ou Sucessor no Processo da Decisão Rescindenda ,,,,X,,,,,X,,,,,,,,,,X,X,X,X,
13245,12987,Partes Sem Advogados ,,,,,,,,,,,,,,,,,,X,X,X,,,
13248,8942,Pedidos Ilíquidos - Rito Ordinário ,,,,,,,,,X,,X,X,X,,,,,X,X,X,,,
13249,9163,Penhora no Rosto dos Autos ,,,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
13250,9163,Penhora Online / BACEN JUD ,,,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
13251,9024,Atraso na Audiência ,,,,,,,,,,,,,,,,,,X,X,X,,,
13252,8942,Perempção ,,,,X,,,X,,X,,,,,,,,,X,X,X,X,X,
13253,10672,Período de Graça ,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X
13254,10187,Permuta ,X,X,X,X,,,,X,X,,,,,X,X,X,X,X,X,X,X,X,
13256,9024,Confissão ,,,,,,,,,,,,,,,,,,X,X,X,,,
13257,12967,Prazo / Termo Inicial ,,,,X,,,,,X,,,,,,,,,,X,X,X,X,
13258,13007,Prazo Decadencial ,,,X,X,,X,X,,X,,,X,,X,X,,,X,X,X,X,X,
13259,8873,Preposto ,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X
13263,8829,Prevenção ,,,,X,,,X,,X,,,X,,,X,,,X,X,X,X,X,
13264,13028,Procedimento Sumaríssimo ,,,,,,,,,,,,,,,,,,X,X,X,,,
13265,10880,Processo do Trabalho ,,,,,,,,,,,,,,,,,,X,X,X,,,
13266,13001,Processo Fraudulento ,,,,X,,,,,X,,,,,,,,,X,X,X,X,X,
13267,8868,Procurador de Entes Públicos / Autárquicos / Fundacionais ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X
13268,8928,Prorrogação ,X,,,X,,,X,,X,,X,X,X,,,,,X,X,X,X,X,
13269,13025,Prova do Trânsito em Julgado da Decisão Rescindenda ,,,,X,,,,,,,,,,,,,,X,X,X,X,X,
13270,12972,Insuficiência do Depósito ,,,,,,,,,,,,,,,,,,,X,X,,,
13271,13007,Prova Pré-constituída ,,,X,X,,X,X,,X,,,X,,X,X,,,X,X,X,X,X,
13276,13016,Receitas Sindicais ,,,,,,,,,,,,,,,,,,X,X,X,,,
13277,8939,Recuperação Judicial ,,,,X,,,X,,X,,,,,,,,,X,X,X,X,X,
13278,9163,Reforço de Penhora ,,,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
13280,13016,Registro de Entidade Sindical ,,,,,,,,,,,,,,,,,,X,X,X,,,
13282,9024,Pessoa Jurídica de Direito Público ,,,,,,,,,,,,,,,,,,X,X,X,,,
13284,12958,Remessa Ex-Officio ,,,,X,,,X,,X,,,X,,X,X,,,,X,X,X,X,
13285,10673,Renúncia Parcial ,,,,X,,,X,,X,,,X,,X,X,,,X,X,X,X,X,
13287,13025,Representação Processual ,,,,X,,,,,,,,,,,,,,X,X,X,X,X,
13288,13020,Regularidade de Apresentação de Peças ,,,,,,,,,,,,,,,X,,,X,X,X,,X,
13289,8919,Reserva de Plenário ,,,,,,,,,,,,,,,,,,X,X,X,,,
13290,12975,Responsabilidade ,,,,,,,,,,,,,,,,,,X,X,X,,,
13291,12976,Responsabilidade ,,,,,,,,,,,,,,,,,,X,X,X,,,
13292,9098,Pressupostos Extrínsecos ,,,,X,,,X,,X,,,X,,X,X,,,X,X,X,X,X,
13294,8990,Repetição da Prova ,,,,X,,,X,,X,,,X,,X,X,,,X,X,X,X,X,
13295,10250,Revisão ,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
13297,9163,Seguro-Garantia Judicial ,,,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
13298,12957,Sentença de Liquidação ,,,,X,,,,,X,,,,,,,,,,X,X,X,X,
13299,13021,Sentença Normativa ,,,,,,,,,,,,,,,,,,X,X,X,,,
13300,13015,Sentença Normativa - Modificação ,,,,,,,,,,,,,,,,,,X,X,X,,,
13303,9163,Substituição de Penhora ,,,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
13304,8888,Suspeição ,,,X,X,,X,X,X,X,X,,X,,,,,,X,X,X,X,X,
13305,8928,Suspensão / Interrupção ,X,,,X,,,X,,X,,X,X,X,,,,,X,X,X,X,X,
13306,8961,Suspensão da Execução ,,,,X,,,X,X,X,X,,X,,X,X,,,X,X,X,X,X,
13307,8868,Tácito ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
13310,8939,Temas repetitivos / Repercussão Geral ,,,,X,,,X,,X,,X,X,X,,,,,X,X,X,X,X,
13311,13005,Terceiro Juridicamente Interessado ,,,,X,,,,,X,,,,,,,,,,X,X,X,X,
13312,12946,Termo de Ajustamento de Conduta - TAC ,,,X,X,,X,X,,X,,,X,,X,X,,,X,X,X,X,X,
13313,12988,Termo de Conciliação Prévia ,,,,,,,,,,,,,,,,,,X,X,X,,,
13314,12970,Termo Inicial do Prazo ,,,,X,,,,,X,,,,,,,,,,X,X,X,X,
13318,13029,Conversão dos Autos Físicos em Eletrônicos - Responsabilidade ,,,,X,,,X,,X,,,X,,X,X,,,X,X,X,X,X,
13319,12946,Tutela Inibitória (Obrigação de Fazer e Não Fazer) ,,,X,X,,X,X,,X,,,X,,X,X,,,X,X,X,X,X,
13320,12957,Contrariedade a Súmula ,,,,X,,,,,X,,,,,,,,,,X,X,X,X,
13321,8919,Vício de Citação ,,,,,,,,,,,,,,,,,,X,X,X,,,
13322,13001,Vício de Consentimento ,,,,X,,,,,X,,,,,,,,,X,X,X,X,X,
13323,10187,Vitaliciamento ,X,X,X,X,,,,X,X,,,,,X,X,X,X,X,X,X,X,X,
13329,13148,Acordo Prévio / Quitação Geral ,,,,,,,,,,,,,,,,,,,X,X,,,
13342,13148,Adjudicação / Arrematação / Cálculos ,,,,,,,,,X,,,,,,,,,,X,X,,,
13343,13100,Agente / Viajante Comercial ,,,,,,,,,,,,,,,,,,X,X,X,,,
13345,13235,Anulação/Nulidade ,,,,,,,,,,,,,,,,,,X,X,X,,,
13346,13299,Aplicabilidade ,,,,,,,,,,,,,,,,,,X,X,X,,,
13347,13235,Aplicabilidade/Cumprimento ,,,,,,,,,,,,,,,,,,X,X,X,,,
13348,13306,"Artigo 896, § 1° - A, CLT ",,,,,,,,,,,,,,,,,,X,X,X,,,
13350,10655,Assistenciais ,,,,,,,,,,,,,,,,,,X,X,X,,,
13357,13081,Ausência de Justificativa ,,,,,,,,,,,,,,,,,,,X,X,,,
13359,10652,Auxílio-Alimentação Após a Aposentadoria - Benefício Assegurado em Regulamento da Empresa ,,,,,,,,,,,,,,,,,,X,X,X,,,
13363,13189,Bem de Família ,,,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
13364,13189,Bem Público ,,,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
13370,13155,Categoria Econômica ,,,,,,,,,,,,,,,,,,X,X,X,,,
13371,13155,Categoria Profissional ,,,,,,,,,,,,,,,,,,X,X,X,,,
13372,13155,Categoria Profissional Diferenciada ,,,,,,,,,,,,,,,,,,X,X,X,,,
13373,13112,Cessão entre Órgão / Empresa ,,,,,,,,,,,,,,,,,,X,X,X,,,
13378,10652,Complementação de Aposentadoria / Pensão ,,,,,,,,,,,,,,,,,,X,X,X,,,
13379,13081,Comprovação de Saldo Bancário ,,,,,,,,,,,,,,,,,,,X,X,,,
13385,10655,Contratuais ,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
13386,10652,Contribuições Previdenciárias ,,,,,,,,,,,,,,,,,,X,X,X,,,
13390,10652,Dano Moral / Material ,,,,,,,,,,,,,,,,,,X,X,X,,,
13398,10652,Descontos Fiscais ,,,,,,,,,,,,,,,,,,X,X,X,,,
13399,13306,Desfundamentação ,,,,,,,,,,,,,,,,,,X,X,X,,,
13406,13044,Dispensa / Rescisão do Contrato de Trabalho ,,,,,,,,,,,,,,,,,,X,X,X,,,
13407,13237,Distribuição Dinâmica - Inversão ,,,,X,,,X,,X,,,X,,X,X,,,X,X,X,X,X,
13412,13112,Eleição ,,,,,,,,,,,,,,,,,,X,X,X,,,
13415,10652,Empregados de Cartórios Extrajudiciais ,,,,,,,,,,,,,,,,,,X,X,X,,,
13420,13237,Equiparação Salarial ,,,,,,,,,,,,,,,,,,X,X,X,,,
13425,13112,Estabilidade do Representante Eleito ,,,,,,,,,,,,,,,,,,X,X,X,,,
13426,13179,Estabilidade Provisória ,,,,,,,,,,,,,,,,,,X,X,X,,,
13427,13100,Exercício das Atividades Fora do Lugar da Celebração do Contrato ,,,,,,,,,,,,,,,,,,X,X,X,,,
13428,13299,Extensão / Prorrogação ,,,,,,,,,,,,,,,,,,X,X,X,,,
13432,13237,Férias / Gozo / Fruição ,,,,,,,,,,,,,,,,,,X,X,X,,,
13434,13237,FGTS ,,,,,,,,,,,,,,,,,,X,X,X,,,
13451,10652,Guias do Seguro Desemprego ,,,,,,,,,,,,,,,,,,X,X,X,,,
13452,10652,Honorários Advocatícios ,,,,,,,,,,,,,,,,,,X,X,X,,,
13456,13179,Inamovibilidade de Dirigente Sindical ,,,,,,,,,,,,,,,,,,X,X,X,,,
13458,13189,Instrumentos de Trabalho ,,,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
13461,10652,Interdito Proibitório ,,,,,,,,,,,,,,,,,,X,X,X,,,
13462,13099,Interdito Proibitório ,,,,X,,,X,,X,,,X,,,,,,X,X,X,X,X,
13468,13287,Jus Postulandi ,,,,,,,,,,,,,,,,,,X,X,X,,,
13469,13081,Justificada Ausência de Numerário ,,,,,,,,,,,,,,,,,,X,X,X,,,
13470,13265,Levantamento do Depósito Recursal ,,,,,,,,,,,,,,,,,,X,X,X,,,
13471,10652,Levantamento do FGTS ,,,,,,,,,,,,,,,,,,X,X,X,,,
13476,13112,Mandato ,,,,,,,,,,,,,,,,,,X,X,X,,,
13477,13276,Mensalidade Sindical ,,,,,,,,,,,,,,,,,,X,X,X,,,
13478,13314,Ministério Público ,,,,X,,,,,X,,,,,,,,,,X,X,X,X,
13481,13048,Multa Convencional ,,,,,,,,,,,,,,,,,,X,X,X,,,
13483,13044,Multa por Descumprimento de Ordem Judicial ,,,,,,,,,,,,,,,,,,X,X,X,,,
13489,13179,Outras Garantias Oriundas de Normas da OIT ,,,,,,,,,,,,,,,,,,X,X,X,,,
13505,13142,Práticas Procedimentais Contrárias aos Parâmetros Legais ,,,,,,,,,,,,,,,,,,,X,X,,,
13506,13099,Precatório ,,,,X,,,X,,X,,,X,,,,,,X,X,X,X,X,
13509,13048,Prevalência do Acordo Coletivo sobre a Convenção Coletiva ,,,,,,,,,,,,,,,,,,X,X,X,,,
13510,13235,Prevalência do Negociado Sobre o Legislado ,,,,,,,,,,,,,,,,,,X,X,X,,,
13524,13292,Regularidade de Representação ,,,,X,,,X,,X,,,X,,X,X,,,X,X,X,X,X,
13525,10652,Relação de Trabalho ,,,,,,,,,,,,,,,,,,X,X,X,,,
13526,13189,Remuneração / Proventos / Pensões e Outros Rendimentos ,,,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
13528,13299,Revisão ,,,,,,,,,,,,,,,,,,X,X,X,,,
13531,13044,Salário / Pagamento ,,,,,,,,,,,,,,,,,,X,X,X,,,
13537,10655,Sucumbenciais ,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
13540,10940,Suspeição ,,,,,,,,,,,,,,,,,,X,X,X,,,
13541,10655,Suspensão da Cobrança - Devedor Beneficiário de Assistência Judiciária Gratuita ,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
13542,10685,Taxa Referencial - TR x IPCA-E ,,,,X,,,X,,X,,,X,,X,X,,,X,X,X,X,X,
13543,10685,Taxa SELIC ,,,X,X,,X,X,X,X,X,,X,,X,X,,,X,X,X,X,X,
13544,13292,Tempestividade ,,,,X,,,X,,X,,,X,,X,X,,,X,X,X,X,X,
13549,13100,Trabalhador Brasileiro no Exterior ,,,,,,,,,,,,,,,,,,X,X,X,,,
13550,13155,Trabalhador Temporário ,,,,,,,,,,,,,,,,,,X,X,X,,,
13551,13155,Trabalhador Terceirizado ,,,,,,,,,,,,,,,,,,X,X,X,,,
13555,13237,Trabalho Externo ,,,,,,,,,,,,,,,,,,X,X,X,,,
13557,13276,Multa por Atraso de Repasse de Contribuição ,,,,,,,,,,,,,,,,,,X,X,X,,,
13559,13237,Vale Transporte ,,,,,,,,,,,,,,,,,,X,X,X,,,
13563,13235,Vigência/Ultratividade ,,,,,,,,,,,,,,,,,,X,X,X,,,
13600,13020,E-Doc ,,,,,,,,,,,,,,,X,,,X,X,X,,,
13601,13028,Fase de Execução ,,,,,,,,,,,,,,,,,,X,X,X,,,
13602,12972,Inexigibilidade / Isenção ,,,,,,,,,,,,,,,,,,,X,X,,,
13603,8961,Perda de Eficácia ,,,X,X,,X,X,,X,,,X,,X,X,,,X,X,X,X,X,
13605,8961,Plano de Saúde ,,,,,,,,,,,,,,,,,,X,X,X,,,
13606,8990,Juntada na Fase Recursal (Fato Novo) ,,,,,,,,,,,,,,,,,,X,X,X,,,
13607,13029,Indisponibilidade do Sistema - Devolução de Prazo ,,,,X,,,X,,X,,,X,,X,X,,,X,X,X,X,X,
13608,8990,Prova Ilícita ,,,,X,,,X,,X,,,X,,X,X,,,X,X,X,X,X,
13609,8961,Reintegração de Empregado ,,,,,,,,,,,,,,,,,,X,X,X,,,
13610,12957,Rescisória de Rescisória ,,,,X,,,,,X,,,,,,,,,,X,X,X,X,
13611,8961,Restabelecimento de Pagamento de Vantagem Remuneratória ,,,,,,,,,,,,,,,,,,X,X,X,,,
13612,12972,Reversão para a Parte Contrária ,,,,,,,,,,,,,,,,,,,X,X,,,
13613,8990,Documental ,,,,,,,,,,,,,,,,,,X,X,X,,,
13614,8990,Alteração da Ordem de Produção ,,,,X,,,X,,X,,,X,,X,,,,X,X,X,X,X,
13615,13029,Uso de Sistema de Peticionamento Diverso - Petição Juridicamente Inexistente ,,,,X,,,X,,X,,,X,,X,X,,,X,X,X,X,X,
13617,12981,Indenização Relacionada ao Exercício do Direito de Greve,,,,,,,,,,,,,,,,,,X,X,X,,,
13618,12981,Interdito Proibitório,,,,,,,,,,,,,,,,,,X,X,X,,,
13619,13016,Eleição de Dirigente Sindical,,,,,,,,,,,,,,,,,,X,X,X,,,
13620,13276,Contribuição Assistencial,,,,,,,,,,,,,,,,,,X,X,X,,,
13621,13276,Contribuição Sindical,,,,,,,,,,,,,,,,,,X,X,X,,,
13622,13276,Contribuição Sindical Rural,,,,,,,,,,,,,,,,,,X,X,X,,,
13623,13016,Representação Sindical,,,,,,,,,,,,,,,,,,X,X,X,,,
13624,13623,Unicidade Sindical,,,,,,,,,,,,,,,,,,X,X,X,,,
13625,13623,Depósito Prévio - Recurso Administrativo,,,,,,,,,,,,,,,,,,X,X,X,,,
13626,12936,Aposentadoria e Pensão,,,,,,,,,,,,,,,,,,X,X,X,,,
13627,13626,Complementação de Aposentadoria/Pensão,,,,,,,,,,,,,,,,,,X,X,X,,,
13628,13627,Abono Previsto em Norma Coletiva/Extensão aos Inativos,,,,,,,,,,,,,,,,,,X,X,X,,,
13629,13627,Auxílio/Cesta Alimentação,,,,,,,,,,,,,,,,,,X,X,X,,,
13630,13627,Caixa de Previdência,,,,,,,,,,,,,,,,,,X,X,X,,,
13631,13627,Cheque Rancho - Integração,,,,,,,,,,,,,,,,,,X,X,X,,,
13632,13627,Especial,,,,,,,,,,,,,,,,,,X,X,X,,,
13633,13627,Fonte de Custeio,,,,,,,,,,,,,,,,,,X,X,X,,,
13634,13627,Gratificação de Contingente e/ou Participação nos Resultados - Avanço de Nível,,,,,,,,,,,,,,,,,,X,X,X,,,
13635,13627,Parcelas Que Integram a Aposentadoria,,,,,,,,,,,,,,,,,,X,X,X,,,
13636,13627,Plano de Incentivo,,,,,,,,,,,,,,,,,,X,X,X,,,
13637,13627,Prêmio,,,,,,,,,,,,,,,,,,X,X,X,,,
13638,13627,Reenquadramento,,,,,,,,,,,,,,,,,,X,X,X,,,
13639,13636,Transação,,,,,,,,,,,,,,,,,,X,X,X,,,
13640,13626,Espontânea,,,,,,,,,,,,,,,,,,X,X,X,,,
13641,12936,Categoria Profissional Especial,,,,,,,,,,,,,,,,,,X,X,X,,,
13642,13641,Administradores,,,,,,,,,,,,,,,,,,X,X,X,,,
13643,13641,Advogados,,,,,,,,,,,,,,,,,,X,X,X,,,
13644,13641,Aeronautas,,,,,,,,,,,,,,,,,,X,X,X,,,
13645,13641,Aeroviários,,,,,,,,,,,,,,,,,,X,X,X,,,
13646,13641,Artistas,,,,,,,,,,,,,,,,,,X,X,X,,,
13647,13641,Assistentes Sociais,,,,,,,,,,,,,,,,,,X,X,X,,,
13648,13641,Bancários,,,,,,,,,,,,,,,,,,X,X,X,,,
13649,13641,Bibliotecários,,,,,,,,,,,,,,,,,,X,X,X,,,
13650,13641,Biólogos,,,,,,,,,,,,,,,,,,X,X,X,,,
13651,13641,Cabineiros de Elevador,,,,,,,,,,,,,,,,,,X,X,X,,,
13652,13641,Contabilistas,,,,,,,,,,,,,,,,,,X,X,X,,,
13653,13641,Corretores de Imóveis,,,,,,,,,,,,,,,,,,X,X,X,,,
13654,13641,Corretores de Seguros,,,,,,,,,,,,,,,,,,X,X,X,,,
13655,13641,Digitadores/Mecanógrafos/Datilógrafos,,,,,,,,,,,,,,,,,,X,X,X,,,
13656,13641,Domésticos,,,,,,,,,,,,,,,,,,X,X,X,,,
13657,13641,Economistas,,,,,,,,,,,,,,,,,,X,X,X,,,
13658,13641,Empregados Portuários,,,,,,,,,,,,,,,,,,X,X,X,,,
13659,13641,Enfermagem/Enfermeiros,,,,,,,,,,,,,,,,,,X,X,X,,,
13660,13641,"Engenheiro, Arquiteto e Engenheiro Agrônomo",,,,,,,,,,,,,,,,,,X,X,X,,,
13661,13641,Fisioterapeutas/Terapeutas Ocupacionais,,,,,,,,,,,,,,,,,,X,X,X,,,
13662,13641,Jornalistas,,,,,,,,,,,,,,,,,,X,X,X,,,
13663,13641,Marítimos,,,,,,,,,,,,,,,,,,X,X,X,,,
13664,13641,Médicos,,,,,,,,,,,,,,,,,,X,X,X,,,
13665,13641,Mineiros de Subsolos,,,,,,,,,,,,,,,,,,X,X,X,,,
13666,13641,Músicos Profissionais,,,,,,,,,,,,,,,,,,X,X,X,,,
13667,13641,Professores,,,,,,,,,,,,,,,,,,X,X,X,,,
13668,13641,Psicólogos,,,,,,,,,,,,,,,,,,X,X,X,,,
13669,13641,Publicitários,,,,,,,,,,,,,,,,,,X,X,X,,,
13670,13641,Químicos,,,,,,,,,,,,,,,,,,X,X,X,,,
13671,13641,Radialistas,,,,,,,,,,,,,,,,,,X,X,X,,,
13672,13641,Relações Públicas,,,,,,,,,,,,,,,,,,X,X,X,,,
13673,13641,Rural,,,,,,,,,,,,,,,,,,X,X,X,,,
13674,13641,Secretários,,,,,,,,,,,,,,,,,,X,X,X,,,
13675,13641,Serviços de Telefonia ou Telegrafia,,,,,,,,,,,,,,,,,,X,X,X,,,
13676,13641,Operador de Telemarketing,,,,,,,,,,,,,,,,,,X,X,X,,,
13677,13641,Técnico em Radiologia,,,,,,,,,,,,,,,,,,X,X,X,,,
13678,13641,Petroleiros,,,,,,,,,,,,,,,,,,X,X,X,,,
13679,13641,Vigia e Vigilantes,,,,,,,,,,,,,,,,,,X,X,X,,,
13680,13643,Dedicação Exclusiva,,,,,,,,,,,,,,,,,,X,X,X,,,
13681,13643,Empregados,,,,,,,,,,,,,,,,,,X,X,X,,,
13682,13648,Cargo de Confiança,,,,,,,,,,,,,,,,,,X,X,X,,,
13683,13648,Divisor de Horas Extras,,,,,,,,,,,,,,,,,,X,X,X,,,
13684,13648,Enquadramento,,,,,,,,,,,,,,,,,,X,X,X,,,
13685,13648,Gerentes/Chefia,,,,,,,,,,,,,,,,,,X,X,X,,,
13686,13648,Gratificação,,,,,,,,,,,,,,,,,,X,X,X,,,
13687,13648,Intervalo Intrajornada,,,,,,,,,,,,,,,,,,X,X,X,,,
13688,13648,Sábado/Dia Útil,,,,,,,,,,,,,,,,,,X,X,X,,,
13689,13684,Categoria Diferenciada,,,,,,,,,,,,,,,,,,X,X,X,,,
13690,13684,Financeiras/Equiparação Bancário,,,,,,,,,,,,,,,,,,X,X,X,,,
13691,13684,Empresa de Processamento de Dados,,,,,,,,,,,,,,,,,,X,X,X,,,
13692,13684,isonomia/Diferença Salarial,,,,,,,,,,,,,,,,,,X,X,X,,,
13693,13655,Equiparação Salarial,,,,,,,,,,,,,,,,,,X,X,X,,,
13694,13658,Adicional de Risco,,,,,,,,,,,,,,,,,,X,X,X,,,
13695,13658,Hora Noturna/Hora Extra,,,,,,,,,,,,,,,,,,X,X,X,,,
13696,13660,Piso Salarial,,,,,,,,,,,,,,,,,,X,X,X,,,
13697,13641,Nutricionistas,,,,,,,,,,,,,,,,,,X,X,X,,,
13698,13641,Operadores Cinematográficos,,,,,,,,,,,,,,,,,,X,X,X,,,
13699,13641,Operadores de Carga e Descarga (Estiva e Capatazia),,,,,,,,,,,,,,,,,,X,X,X,,,
13700,13641,Outras Categorias Profissionais,,,,,,,,,,,,,,,,,,X,X,X,,,
13701,13667,Atividade Extraclasse,,,,,,,,,,,,,,,,,,X,X,X,,,
13702,13667,Hora Extra/Adicional,,,,,,,,,,,,,,,,,,X,X,X,,,
13703,13667,Redução Carga Horária,,,,,,,,,,,,,,,,,,X,X,X,,,
13704,13667,Repouso Semanal Remunerado,,,,,,,,,,,,,,,,,,X,X,X,,,
13705,13678,Jornada,,,,,,,,,,,,,,,,,,X,X,X,,,
13706,13641,Ferroviários,,,,,,,,,,,,,,,,,,X,X,X,,,
13707,12936,Contrato Individual de Trabalho,,,,,,,,,,,,,,,,,,X,X,X,,,
13708,13707,Administração Pública,,,,,,,,,,,,,,,,,,X,X,X,,,
13709,13707,Advertência/Suspensão,,,,,,,,,,,,,,,,,,X,X,X,,,
13710,13707,Alteração Contratual ou das Condições de Trabalho,,,,,,,,,,,,,,,,,,X,X,X,,,
13711,13707,Contratação de Reabilitados e Pessoas com Deficiência Habilitadas,,,,,,,,,,,,,,,,,,X,X,X,,,
13712,13707,Contrato em Regime de Tempo Parcial,,,,,,,,,,,,,,,,,,X,X,X,,,
13713,13707,Contrato Intermitente,,,,,,,,,,,,,,,,,,X,X,X,,,
13714,13707,Teletrabalho/Trabalho à Distância/Trabalho em Domicílio,,,,,,,,,,,,,,,,,,X,X,X,,,
13715,13707,Contrato por Prazo Determinado,,,,,,,,,,,,,,,,,,X,X,X,,,
13716,13707,CTPS,,,,,,,,,,,,,,,,,,X,X,X,,,
13717,13707,Enquadramento/Classificação,,,,,,,,,,,,,,,,,,X,X,X,,,
13718,13707,Exame Médico Adminissional/Demissional,,,,,,,,,,,,,,,,,,X,X,X,,,
13719,13707,FGTS,,,,,,,,,,,,,,,,,,X,X,X,,,
13720,13707,inquérito Administrativo - Validade,,,,,,,,,,,,,,,,,,X,X,X,,,
13721,13707,PIS/RAIS - Cadastramento,,,,,,,,,,,,,,,,,,X,X,X,,,
13722,13707,Reconhecimento de Relação de Emprego,,,,,,,,,,,,,,,,,,X,X,X,,,
13723,13707,Reintegração de Posse - Despejo,,,,,,,,,,,,,,,,,,X,X,X,,,
13724,13707,Suspensão/Interrupção do Contrato de Trabalho,,,,,,,,,,,,,,,,,,X,X,X,,,
13725,13707,Unicidade Contratual,,,,,,,,,,,,,,,,,,X,X,X,,,
13726,13708,Cessão entre Órgão/Empresa,,,,,,,,,,,,,,,,,,X,X,X,,,
13727,13708,Contratação em Período Eleitoral,,,,,,,,,,,,,,,,,,X,X,X,,,
13728,13708,Contrato Nulo - Efeitos,,,,,,,,,,,,,,,,,,X,X,X,,,
13729,13708,Contrato Temporário,,,,,,,,,,,,,,,,,,X,X,X,,,
13730,13708,Conversão de Regime Jurídico,,,,,,,,,,,,,,,,,,X,X,X,,,
13731,13708,Terceirização,,,,,,,,,,,,,,,,,,X,X,X,,,
13732,13710,Acúmulo de Função,,,,,,,,,,,,,,,,,,X,X,X,,,
13733,13710,Desvio de Função,,,,,,,,,,,,,,,,,,X,X,X,,,
13734,13710,Reversão/Retorno ao Cargo Efetivo,,,,,,,,,,,,,,,,,,X,X,X,,,
13735,13710,Alteração/Revogação de Regulamento da Empresa,,,,,,,,,,,,,,,,,,X,X,X,,,
13736,13710,Transferência,,,,,,,,,,,,,,,,,,X,X,X,,,
13737,13710,Mudança de Turno,,,,,,,,,,,,,,,,,,X,X,X,,,
13738,13736,Definitiva/Provisória,,,,,,,,,,,,,,,,,,X,X,X,,,
13739,13735,Programa de Assistência Médica - Benefícios,,,,,,,,,,,,,,,,,,X,X,X,,,
13740,13711,Quota Preenchimento,,,,,,,,,,,,,,,,,,X,X,X,,,
13741,13715,Contrato de Experiência - Nulidade,,,,,,,,,,,,,,,,,,X,X,X,,,
13742,13715,Contrato de Safra,,,,,,,,,,,,,,,,,,X,X,X,,,
13743,13715,Contrato de Trabalho Temporário/Provisório,,,,,,,,,,,,,,,,,,X,X,X,,,
13744,13715,Nulidade,,,,,,,,,,,,,,,,,,X,X,X,,,
13745,13716,Anotação/Baixa/Retificação,,,,,,,,,,,,,,,,,,X,X,X,,,
13746,13716,Devolução/Retenção,,,,,,,,,,,,,,,,,,X,X,X,,,
13747,13716,Multa Administrativa por Ausência de Registro,,,,,,,,,,,,,,,,,,X,X,X,,,
13748,13719,Correção Monetária,,,,,,,,,,,,,,,,,,X,X,X,,,
13749,13719,Depósito/Diferenças,,,,,,,,,,,,,,,,,,X,X,X,,,
13750,13719,Levantamento/Liberação,,,,,,,,,,,,,,,,,,X,X,X,,,
13751,13722,Atividades Ilícitas,,,,,,,,,,,,,,,,,,X,X,X,,,
13752,13722,Cooperativa de Trabalho,,,,,,,,,,,,,,,,,,X,X,X,,,
13753,13722,Policial Militar e Civil,,,,,,,,,,,,,,,,,,X,X,X,,,
13754,13722,Trabalho em Condições Análogas à de Escravo,,,,,,,,,,,,,,,,,,X,X,X,,,
13755,13722,Trabalho sob Aplicativos e/ou Plataformas Digitais,,,,,,,,,,,,,,,,,,X,X,X,,,
13756,13722,Outras Relações de Emprego,,,,,,,,,,,,,,,,,,X,X,X,,,
13757,13724,Licenças/Afastamentos,,,,,,,,,,,,,,,,,,X,X,X,,,
13758,13757,Gestante/Adotante,,,,,,,,,,,,,,,,,,X,X,X,,,
13759,13757,Licença Previdenciária,,,,,,,,,,,,,,,,,,X,X,X,,,
13760,13757,Licença sem Remuneração,,,,,,,,,,,,,,,,,,X,X,X,,,
13761,13757,Afastamento Mulher - Lei Maria da Penha,,,,,,,,,,,,,,,,,,X,X,X,,,
13762,13757,Outras Licenças,,,,,,,,,,,,,,,,,,X,X,X,,,
13763,13757,Serviço Militar,,,,,,,,,,,,,,,,,,X,X,X,,,
13764,12936,Duração do Trabalho,,,,,,,,,,,,,,,,,,X,X,X,,,
13765,13764,Adicional Noturno,,,,,,,,,,,,,,,,,,X,X,X,,,
13766,13764,Alteração da Jornada,,,,,,,,,,,,,,,,,,X,X,X,,,
