Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JETR
3529,3523,CP,293,2008-09-30 15:52:00,,,,Falsificação de papéis públicos ,X
3530,3523,CP,296,2008-09-30 15:52:00,,,,Falsificação do selo ou sinal público ,X
3541,3523,CP,306,2008-09-30 15:52:00,,,,"Falsificação do sinal empregado no contraste de metal precioso ou na fiscalização alfandegária, ou para outros fins ",X
3534,3523,CP,300,2008-09-30 15:52:00,,,,Falso reconhecimento de firma ou letra,X
3543,3523,CP,309 e 310,2008-09-30 15:52:00,,,,Fraude de lei sobre estrangeiros,X
3524,3523,CP,289 e parágrafos e 290,2008-09-30 15:52:00,,,,Moeda Falsa / Assimilados,X
3545,3523,CP,294 e 295,2008-09-30 15:52:00,,,,Petrechos de Falsificação de Papéis Públicos,X
3527,3523,CP,291,2008-09-30 15:52:00,,,,Petrechos para falsificação de moeda ,X
3538,3523,CP,303,2008-09-30 15:52:00,,,,Reprodução ou adulteração de selo ou peça filatélica ,X
3540,3523,CP,305,2008-09-30 15:52:00,,,,Supressão de documento ,X
3539,3523,CP,304,2008-09-30 15:52:00,,,,Uso de documento falso ,X
3394,287,,,2008-09-30 15:52:00,,,,Crimes contra a Honra,X
3395,3394,CP,138,2008-09-30 15:52:00,,,,Calúnia,X
3396,3394,CP,139,2008-09-30 15:52:00,,,,Difamação,X
3397,3394,,,2008-09-30 15:52:00,,,,Injúria,X
12543,3397,CP,"140, §3º",2019-07-09 00:00:00,,,,Preconceituosa,X
14101,12543,,,2020-12-04 00:00:00,2023-03-31 13:51:00,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Cor,X
14102,12543,,,2020-12-04 00:00:00,2023-03-31 13:43:00,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Etnia,X
14107,12543,,,2020-12-04 00:00:00,2024-03-15 12:22:00,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Identidade de Gênero,X
14106,12543,,,2020-12-04 00:00:00,2024-03-15 12:20:00,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Orientação Sexual,X
14103,12543,,,2020-12-04 00:00:00,2023-03-31 13:57:00,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Origem,X
14100,12543,,,2020-12-04 00:00:00,2023-03-31 13:54:00,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Raça,X
14104,12543,,,2020-12-04 00:00:00,,,,Condição de Pessoa Idosa,X
14105,12543,,,2020-12-04 00:00:00,,,,Condição de Pessoa Portadora de Deficiência,X
15126,12543,Código Penal,"140, § 3º",2022-06-13 00:00:00,,,,Religião,X
12542,3397,CP,"140, §2º",2019-07-09 00:00:00,,,,Real,X
12544,3397,CP,"140, caput",2019-07-09 00:00:00,,,,Simples,X
3491,287,,,2008-09-30 15:52:00,,,,Crimes contra a Incolumidade Pública,X
3502,3491,CP,264,2008-09-30 15:52:00,,,,Arremesso de projétil,X
3503,3491,CP,265,2008-09-30 15:52:00,,,,Atentado contra a segurança de serviços de utilidade pública ,X
3501,3491,CP,"261, 262 e 263",2008-09-30 15:52:00,,,,Atentado contra a segurança de transporte público,X
3510,3491,CP,283,2008-09-30 15:52:00,,,,Charlatanismo ,X
3511,3491,CP,271,2008-09-30 15:52:00,,,,Corrupção ou Poluição de Água Potável,X
3512,3491,CP,284,2008-09-30 15:52:00,,,,Curandeirismo ,X
3496,3491,CP,256,2008-09-30 15:52:00,,,,Desabamento ou desmoronamento,X
11969,3491,CP,"Art. 256, parágrafo único",2013-09-18 00:00:00,,,,Desabamento ou desmoronamento culposo,X
3500,3491,CP,260,2008-09-30 15:52:00,,,,Desastre ferroviário / Perigo de Desastre Ferroviário,X
11972,3491,CP,"Art. 260, §2º",2013-09-18 00:00:00,,,,Desastre ferroviário culposo,X
11958,3491,CP,"Art. 259, parágrafo único",2013-09-17 00:00:00,,,,Difusão culposa de doença ou praga,X
3498,3491,CP,259,2008-09-30 15:52:00,,,,Difusão de doença ou praga,X
3506,3491,CP,274,2008-09-30 15:52:00,,,,Emprego de Processo Proibido/Substância não permitida,X
3513,3491,CP,270,2008-09-30 15:52:00,,,,Envenenamento de Água Potável / Substância Alimentícia ou Medicinal,X
3505,3491,CP,267,2008-09-30 15:52:00,,,,Epidemia ,X
3509,3491,CP,282,2008-09-30 15:52:00,,,,"Exercício Ilegal da Medicina, Arte Dentária ou Farmacêutica",X
3493,3491,CP,251,2008-09-30 15:52:00,,,,Explosão ,X
11963,3491,CP,"Art. 251, §3º",2013-09-18 00:00:00,,,,Explosão culposa,X
5862,3491,CP,253,2008-09-30 15:52:00,,,,Fabrico / Fornecimento / Aquisição / Posse ou Transporte de Explosivos ou Gás Tóxico ou Asfixiante,X
3508,3491,CP,273,2008-09-30 15:52:00,,,,Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais,X
3514,3491,CP,272,2008-09-30 15:52:00,,,,Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios,X
3492,3491,CP,250,2008-09-30 15:52:00,,,,Incêndio,X
11961,3491,CP,"Art. 250, §2º",2013-09-18 00:00:00,,,,Incêndio culposo,X
3515,3491,CP,268,2008-09-30 15:52:00,,,,Infração de Medida Sanitária Preventiva,X
3504,3491,CP,266,2008-09-30 15:52:00,,,,Interrupção /perturbação de serviços telegráficos/telefônicos,X
3495,3491,CP,254 e 255,2008-09-30 15:52:00,,,,Inundação / Perigo de Inundação,X
11967,3491,CP,"Art. 252, parte final",2013-09-18 00:00:00,,,,Inundação culposa,X
3507,3491,CP,275,2008-09-30 15:52:00,,,,Invólucro ou recipiente com falsa indicação ,X
5867,3491,CP,280,2008-09-30 15:52:00,,,,Medicamento em Desacordo com Receita Médica,X
3516,3491,CP,269,2008-09-30 15:52:00,,,,Omissão de Notificação de Doença,X
3517,3491,CP,278,2008-09-30 15:52:00,,,,Outras Substâncias Nocivas a Saúde Pública ,X
3519,3491,CP,277,2008-09-30 15:52:00,,,,Substância Destinada à Falsificação,X
3497,3491,CP,257,2008-09-30 15:52:00,,,,"Subtração, ocultação ou inutilização de material de salvamento",X
11966,3491,CP,"252, parágrafo único",2013-09-18 00:00:00,,,,Uso culposo de gás tóxico ou asfixiante,X
3494,3491,CP,252,2008-09-30 15:52:00,,,,Uso de gás tóxico ou asfixiante ,X
5866,3491,CP,276,2008-09-30 15:52:00,,,,Venda de Produtos ou Substância nas Condições dos Artigos 274 e 275 ,X
3407,287,,,2008-09-30 15:52:00,,,,Crimes contra a inviolabilidade de correspondência,X
3409,3407,CP,"151, § 1º, I",2008-09-30 15:52:00,,,,Sonegação ou destruição de correspondência ,X
3410,3407,CP,"art. 151, § 1º, II, III e IV",2008-09-30 15:52:00,,,,"Violação de comunicação telegráfica, radioelétrica ou telefônica ",X
3408,3407,CP,"151, caput",2008-09-30 15:52:00,,,,Violação de correspondência ,X
3411,3407,CP,152,2008-09-30 15:52:00,,,,Violação de Correspondência comercial ,X
3405,287,,,2008-09-30 15:52:00,,,,Crimes contra a inviolabilidade de domicílio,X
3406,3405,CP,150,2008-09-30 15:52:00,,,,Violação de domicílio ,X
3412,287,,,2008-09-30 15:52:00,,,,Crimes contra a inviolabilidade de segredo,X
3413,3412,CP,153,2008-09-30 15:52:00,,,,Divulgação de segredo ,X
11978,3412,CP,154-A,2014-02-18 00:00:00,,,,Invasão de Dispositivo Informático,X
3414,3412,CP,154,2008-09-30 15:52:00,,,,Violação do segredo profissional ,X
3400,287,,,2008-09-30 15:52:00,,,,Crimes contra a liberdade pessoal,X
3402,3400,CP,147,2008-09-30 15:52:00,,,,Ameaça ,X
3401,3400,CP,146,2008-09-30 15:52:00,,,,Constrangimento ilegal ,X
15482,3400,Código Penal,"146-A, caput",2024-11-11 17:56:00,,,,Intimidação Sistemática (Bullying),X
15483,3400,Código Penal,"146-A, parágrafo único",2024-11-11 18:01:00,,,,Intimidação Sistemática Virtual (Cyberbullying),X
14684,3400,CP,147-A,2021-05-28 00:00:00,,,,Perseguição,X
3404,3400,CP,149,2008-09-30 15:52:00,,,,Redução a condição análoga à de escravo ,X
3445,287,,,2008-09-30 15:52:00,,,,Crimes contra a Organização do Trabalho,X
3448,3445,CP,199,2008-09-30 15:52:00,,,,Atentado contra a liberdade de associação,X
3447,3445,CP,198,2008-09-30 15:52:00,,,,Atentado contra a liberdade de contrato de trabalho e boicotagem violenta,X
3446,3445,CP,197,2008-09-30 15:52:00,,,,Atentado contra a liberdade de trabalho,X
3453,3445,CP,205,2008-09-30 15:52:00,,,,Exercício de atividade com infração de decisão administrativa ,X
3452,3445,CP,203,2008-09-30 15:52:00,,,,Frustração de direitos assegurados por lei trabalhista,X
3450,3445,CP,201,2008-09-30 15:52:00,,,,Paralisação de trabalho de interesse coletivo,X
3449,3445,CP,200,2008-09-30 15:52:00,,,,"Paralisação de trabalho, seguida de violência ou perturbação da ordem",X
3520,287,,,2008-09-30 15:52:00,,,,Crimes contra a Paz Pública,X
5870,3520,CP,287,2008-09-30 15:52:00,,,,Apologia de Crime ou Criminoso,X
14685,3520,CP,288,2021-05-28 00:00:00,,,,Associação Criminosa,X
14689,3520,CP,288-A,2021-05-28 00:00:00,,,,Constituição de Milícia Privada,X
5869,3520,CP,286,2008-09-30 15:52:00,,,,Incitação ao Crime,X
3442,287,,,2008-09-30 15:52:00,,,,Crimes contra a Propriedade Intelectual,X
3443,3442,CP e Lei 9.609/98,art. 184 e art 12,2008-09-30 15:52:00,,,,Violação de direito autoral,X
3369,287,,,2008-09-30 15:52:00,,,,Crimes contra a vida,X
5875,287,CP,359-A a 359-H,2008-09-30 15:52:00,,,,Crimes Contra as Finanças Públicas,X
5903,5875,CP,359-A,2008-09-30 15:52:00,,,,Contratação de Operação de Crédito,X
5904,5875,CP,359-B,2008-09-30 15:52:00,,,,Inscrição de Despesas Não Empenhadas,X
5908,5875,CP,359-F,2008-09-30 15:52:00,,,,Não Cancelamento de Restos a Pagar,X
5907,5875,CP,359-E,2008-09-30 15:52:00,,,,Prestação de Garantia Graciosa,X
3415,287,,,2008-09-30 15:52:00,,,,Crimes contra o Patrimônio,X
3423,3415,CP,"161, caput",2008-09-30 15:52:00,,,,Alteração de limites ,X
3429,3415,CP,166,2008-09-30 15:52:00,,,,Alteração de local especialmente protegido,X
5573,3415,CP,"169, Parágrafo Único, II.",2008-09-30 15:52:00,,,,Apropriação de Coisa Achada,X
3437,3415,CP,169,2008-09-30 15:52:00,,,,"Apropriação de Coisa Havida por Erro, Caso Fortuito ou Força da Natureza",X
5572,3415,I,169,2008-09-30 15:52:00,,,,Apropriação de Tesouro,X
3426,3415,CP,163,2008-09-30 15:52:00,,,,Dano,X
3428,3415,CP,165,2008-09-30 15:52:00,,,,"Dano em coisa de valor artístico, arqueológico ou histórico",X
5571,3415,CP,"163, parágrafo único",2008-09-30 15:52:00,,,,Dano Qualificado,X
3425,3415,CP e Lei n. 5.741/71,"161, II e art. 9º",2008-09-30 15:52:00,,,,Esbulho possessório,X
3434,3415,CP,179,2008-09-30 15:52:00,,,,Fraude à execução ,X
5844,3415,CP,175,2008-09-30 15:52:00,,,,Fraude no Comércio,X
3418,3415,CP,156,2008-09-30 15:52:00,,,,Furto de coisa comum ,X
5564,3415,CP,"155, § 2º",2008-09-30 15:52:00,,,,Furto Privilegiado,X
3427,3415,CP,164,2008-09-30 15:52:00,,,,Introdução ou abandono de animais em propriedade alheia,X
3433,3415,CP,176,2008-09-30 15:52:00,,,,Outras fraudes,X
3435,3415,CP,"180, caput",2008-09-30 15:52:00,,,,Receptação,X
11959,3415,CP,"Art. 180, §3º",2013-09-18 00:00:00,,,,Receptação culposa,X
3424,3415,CP,"161, I",2008-09-30 15:52:00,,,,Usurpação de águas ,X
3457,287,,,2008-09-30 15:52:00,,,,Crimes contra o sentimento religioso e contra o respeito aos mortos,X
3459,3457,CP,209,2008-09-30 15:52:00,,,,Impedimento ou Perturbação de Cerimônia Funerária,X
3462,3457,CP,208,2008-09-30 15:52:00,,,,Ultraje / Impedimento ou Perturbação de Culto Religioso,X
15373,287,Código Penal,337-E a 337-O,2024-07-30 17:45:00,,,,Crimes em Licitações e Contratos Administrativos,X
15383,15373,Código Penal,337-N,2024-07-31 08:29:00,,,,Impedimento Indevido,X
3547,287,,,2008-09-30 15:52:00,,,,Crimes Praticados por Funcionários Públicos Contra a Administração em Geral,X
3561,3547,CP,323,2008-09-30 15:52:00,,,,Abandono de função ,X
3559,3547,CP,321,2008-09-30 15:52:00,,,,Advocacia administrativa ,X
3558,3547,CP,320,2008-09-30 15:52:00,,,,Condescendência criminosa,X
3552,3547,CP,315,2008-09-30 15:52:00,,,,Emprego irregular de verbas ou rendas públicas ,X
3562,3547,CP,324,2008-09-30 15:52:00,,,,Exercício funcional ilegalmente antecipado ou prolongado ,X
3597,3547,CP,313-B,2008-09-30 15:52:00,,,,Modificação ou alteração não autorizada de sistema de informações ,X
3557,3547,CP,319 e 319-A,2008-09-30 15:52:00,,,,Prevaricação,X
3564,3547,CP,326,2008-09-30 15:52:00,,,,Violação do sigilo de proposta de concorrência ,X
3563,3547,CP,325,2008-09-30 15:52:00,,,,Violação do sigilo funcional ,X
5872,287,Lei 6.453/77,1°,2008-09-30 15:52:00,,,,Crimes Praticados por Particular Contra a Administração em Geral,X
3568,5872,CP,333,2008-09-30 15:52:00,,,,Corrupção ativa ,X
3573,5872,CP,331,2008-09-30 15:52:00,,,,Desacato ,X
3572,5872,CP,330,2008-09-30 15:52:00,,,,Desobediência ,X
3569,5872,CP,335,2008-09-30 15:52:00,,,,"Impedimento, perturbação ou fraude de concorrência",X
3570,5872,CP,336,2008-09-30 15:52:00,,,,Inutilização de edital ou de sinal ,X
3566,5872,CP,art. 329,2008-09-30 15:52:00,,,,Resistência ,X
3598,5872,CP e Lei 8.212/91,337-A,2008-09-30 15:52:00,,,,Sonegação de contribuição previdenciária ,X
3571,5872,CP,"337, caput",2008-09-30 15:52:00,,,,Subtração ou inutilização de livro ou documento ,X
3567,5872,CP,332,2008-09-30 15:52:00,,,,Tráfico de influência ,X
3565,5872,CP,art 328,2008-09-30 15:52:00,,,,Usurpação de função pública ,X
5873,287,CP,arts. 337-B a 337-D,2008-09-30 15:52:00,,,,Crimes Praticados por Particular Contra a Administração Pública Estrangeira,X
3603,287,,,2008-09-30 15:52:00,,,,Crimes Previstos na Legislação Extravagante,X
5893,3603,Lei 5478/68,22,2008-09-30 15:52:00,,,,Crime Contra a Administração da Justiça - Lei da Ação de Alimentos ,X
3655,3603,LC 105/01,Art. 10º,2008-09-30 15:52:00,,,,Crime de Quebra de Sigilo Financeiro,X
3651,3603,Lei 4.947/66,Art. 19 e 20,2008-09-30 15:52:00,,,,Crimes Agrários,X
3605,3603,Lei 1.521/51,art. 2º,2008-09-30 15:52:00,,,,Crimes contra a Economia Popular,X
3438,3603,Lei 9.279-96,,2008-09-30 15:52:00,,,,Crimes contra a Propriedade Industrial,X
5881,3438,Lei 9.279/96,Art 191,2008-09-30 15:52:00,,,,"Crimes Cometidos por Meio de Marca, Título de Estabelecimento e Sinal de Propaganda ",X
5880,3438,Lei 9.279/96,Art 189 a 190,2008-09-30 15:52:00,,,,Crimes contra as Marcas,X
5882,3438,Lei 9.279/96,Arts. 192 a 194,2008-09-30 15:52:00,,,,Crimes contra Indicações Geeográficas e Demais Indicações,X
5879,3438,Lei 9.279/96,art 187 a 188,2008-09-30 15:52:00,,,,Crimes contra os Desenhos Industriais,X
5878,3438,Lei 9.279/96,art. 183 a 186,2008-09-30 15:52:00,,,,Crimes contra Patente de Invenção,X
5883,3438,Lei 9.279/96,Art. 195,2008-09-30 15:52:00,,,,Crimes de Concorrência Desleal,X
3616,3603,Lei 8.137/90 e Lei 8.078/90,Art. 7º e arts.61 a 80,2008-09-30 15:52:00,,,,Crimes contra as Relações de Consumo,X
3629,3603,Lei 9.472/97,Art. 183,2008-09-30 15:52:00,,,,Crimes contra as Telecomunicações,X
3618,3603,Lei 9.605/98,Arts. 29 a 69A,2008-09-30 15:52:00,,,,Crimes contra o Meio Ambiente e o Patrimônio Genético,X
10986,3618,Lei 9.605/1998,66 a 69-A,2009-05-28 00:00:00,,,,Crime contra a administração ambiental,X
14800,10986,Lei 9.605/1998,66 e 67,2021-09-29 00:00:00,,,,Ato ou Omissão Praticado por Funcionário Público em Abuso de Função,X
3619,3618,Lei 9.605/1998 e Lei 7.643/1987,29 a 37 (Lei 9.605/1998); 1º (Lei 7.643/1987),2008-09-30 15:52:00,,,,Crimes contra a Fauna,X
14779,3619,Lei 9.605/1998,"29, caput e § 1º, I e II",2021-09-28 00:00:00,,,,Caça Ilegal e Condutas Equiparadas,X
14780,3619,Lei 9605/1998,"29, §1º, III e 30",2021-09-28 00:00:00,,,,"Comércio, Posse ou Tráfico Proveniente de Caça Ilegal",X
14781,3619,Lei 9605/1998,31,2021-09-28 00:00:00,,,,Importação Ilegal de Espécies Proibidas ou Controladas,X
14782,3619,Lei 9605/1998,32,2021-09-28 00:00:00,,,,Maus Tratos,X
3620,3618,Lei 9.605/98,Art. 38 a 52,2008-09-30 15:52:00,,,,Crimes contra a Flora,X
14790,3620,Lei 9605/1998,46,2021-09-28 00:00:00,,,,Comércio ou Posse Proveniente de Extração Ilegal de Madeira ,X
14792,3620,Lei 9605/1998,49,2021-09-28 00:00:00,,,,Dano à Propriedade,X
14786,3620,Lei 9605/1998,"38, caput e parágrafo único, 38-A, 40, caput e § 3º, 48, 50,",2021-09-28 00:00:00,,,,Destruição ou Degradação,X
14787,3620,Lei 9605/1998,41 e 42,2021-09-28 00:00:00,,,,Destruição ou Degradação por Incêndio ou Perigo de Incêndio,X
14789,3620,Lei 9605/1998,"39, 45 e 51",2021-09-28 00:00:00,,,,Extração ou Exploração Ilegal de Madeira e Condutas Equiparadas,X
14791,3620,Lei 9605/1998,44,2021-09-28 00:00:00,,,,Mineração Ilegal em Floresta,X
14793,3620,Lei 9605/1998,52,2021-09-28 00:00:00,,,,Outros Atos Contra o Meio Ambiente,X
11780,3618,Lei 9605/98,62 a 65,2010-08-17 00:00:00,2010-08-17 12:10:00,,,Crimes contra o Ordenamento Urbano e o Patrimônio Cultural,X
3627,3618,"Lei nº 5.197/67, Lei nº 7.643/87, Lei 7.679/88, DL 221/67","Lei 5197, art. 27, §3º",2008-09-30 15:52:00,2021-09-29 11:24:00,,,Pesca ,X
3621,3618,Lei 9.605/98,Art. 54 a 61,2008-09-30 15:52:00,2021-09-29 10:48:00,,,Poluição,X
14798,3621,Lei 9.605/1998,60,2021-09-29 00:00:00,,,,"Estabelecimentos, Obras ou Serviços Potencialmente Poluidores",X
14795,3621,Lei 9.605/1998,55,2021-09-29 00:00:00,,,,Mineração Ilegal,X
3638,3603,Lei 4.728/1965 e Lei 6.385/1976,73 e 74 (Lei 4.728/1965); 27-C a 27-E (Lei 6.385/1976),2008-09-30 15:52:00,,,,Crimes contra o mercado de capitais,X
3642,3603,Lei 8.666/93,Arts. 89 a 98,2008-09-30 15:52:00,,,,Crimes da Lei de licitações,X
3643,3603,Lei 9.434/97,Arts. 14 a 20,2008-09-30 15:52:00,,,,Crimes da Lei de remoção de órgãos e tecidos,X
3628,3603,Lei 9.613/98,Art. 1º,2008-09-30 15:52:00,,,,"Crimes de ""Lavagem"" ou Ocultação de Bens, Direitos ou Valores",X
15397,3603,Lei 13.869/2019 e Lei 14.321/2022,9º a 38 (Lei 13.869/2019); 2º (Lei 14.321/2022),2024-07-31 09:30:00,,,,Crimes de Abuso de Autoridade (Lei 13.869/2019),X
3606,3603,Lei 4.898/65,arts. 3º e 4º,2008-09-30 15:52:00,2024-07-31 09:45:00,,,Crimes de Abuso de Autoridade (Lei 4.898/1965),X
3640,3603,Lei 2.889/56,Arts. 1º a 3º,2008-09-30 15:52:00,,,,Crimes de genocídio,X
3634,3603,Lei 5.250/67,Arts. 12 a 22,2008-09-30 15:52:00,,,,Crimes de Imprensa,X
3604,3603,DL 201/67 e Lei 1.079/50,art. 1º,2008-09-30 15:52:00,,,,Crimes de Responsabilidade,X
3631,3603,Lei 9.455/97,art. 1º,2008-09-30 15:52:00,,,,Crimes de Tortura,X
3607,3603,Lei 11.343/06,,2008-09-30 15:52:00,,,,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,X
5897,3607,Lei 11.343/06,35,2008-09-30 15:52:00,,,,Associação para a Produção e Tráfico e Condutas Afins,X
5899,3607,Lei 11343/06,37,2008-09-30 15:52:00,,,,"Colaboração com Grupo, Organização ou Associação Destinados à Produção ou Tráfico de Drogas ",X
5901,3607,Lei 11343/06,39,2008-09-30 15:52:00,,,,Condução de Embarcação ou Aeronave sob Efeito de Drogas,X
5894,3607,Lei 11.343/06,34,2008-09-30 15:52:00,,,,Fabricação de Objeto Destinado a Produção de Drogas e Condutas Afins ,X
5898,3607,Lei 11414/06,36,2008-09-30 15:52:00,,,,Financiamento ou Custeio de Produção ou Tráfico de Drogas,X
5895,3607,Lei 11343/06,"33, § 2º",2008-09-30 15:52:00,,,,"Indução, Instigação ou Auxílio ao Uso de Drogas",X
5896,3607,Lei 11343/06,"33, § 3º",2008-09-30 15:52:00,,,,Oferecimento de Drogas para Consumo Conjunto,X
5885,3607,Lei 11.343/06,Art 28,2008-09-30 15:52:00,,,,Posse de Drogas para Consumo Pessoal,X
5900,3607,Lei 11343/06,38,2008-09-30 15:52:00,,,,Prescrição Culposa de Drogas,X
3608,3607,Lei 11.343/06,"Art. 33, caput e § 1º",2008-09-30 15:52:00,,,,Tráfico de Drogas e Condutas Afins,X
3632,3603,Lei 9.503/97,art.302 a 312,2008-09-30 15:52:00,,,,Crimes de Trânsito,X
3656,3603,Lei 4.117/62,"Arts. 56, 70, 72",2008-09-30 15:52:00,,,,Crimes do Código Brasileiro de Telecomunicações,X
3633,3603,Lei 10.826/03,Arts. 12 a 18,2008-09-30 15:52:00,,,,Crimes do Sistema Nacional de Armas,X
3661,3603,Lei 11.101/05,arts. 168 a 178,2008-09-30 15:52:00,,,,Crimes Falimentares,X
3647,3603,Lei 6.001/73,Art. 58,2008-09-30 15:52:00,,,,Crimes praticados contra os índios e a cultura indígena,X
3630,3603,Lei 6.815/80,Art. 125,2008-09-30 15:52:00,,,,Crimes Previstos na Lei de Estrangeiros,X
15406,3603,Lei 14.597/2023 (Lei Geral do Esporte),198 a 201,2024-07-31 12:16:00,,,,Crimes Previstos na Lei Geral do Esporte,X
3637,3603,ECA,228 a 244-C,2008-09-30 15:52:00,,,,Crimes Previstos no Estatuto da criança e do adolescente,X
15437,3637,ECA,231,2024-10-16 10:50:00,,,,Ausência de Comunicação Imediata de Apreensão à Autoridade Competente e/ou à Família,X
15435,3637,ECA,229,2024-10-16 10:39:00,,,,Ausência de Identificação Correta de Neonato e Parturiente e de Realização de Exames,X
15439,3637,ECA,234,2024-10-16 10:59:00,,,,Ausência de Liberação Imediata de Adolescente Ilegalmente Apreendido,X
15434,3637,ECA,228,2024-10-16 10:32:00,,,,Ausência de Registro de Atividades ou de Fornecimento de Declaração de Nascimento,X
15440,3637,ECA,235,2024-10-16 11:03:00,,,,Descumprimento de Prazo em Benefício de Adolescente Privado de Liberdade,X
15441,3637,ECA,236,2024-10-16 11:07:00,,,,"Impedimento ou Embaraçamento de Ação de Autoridade Judiciária, Conselho Tutelar ou MP (ECA)",X
15436,3637,ECA,230,2024-10-16 10:44:00,,,,Privação de Liberdade de Criança ou Adolescente,X
15453,3637,ECA,244,2024-10-16 15:33:00,,,,"Venda, Fornecimento ou Entrega de Fogos de Artifício ou de Estampido a Criança ou Adolescente",X
15438,3637,ECA,232,2024-10-16 10:55:00,,,,Vexame ou Constrangimento de Criança ou Adolescente,X
3659,3603,Lei 10.741/03,Arts. 96 a 108,2008-09-30 15:52:00,,,,Crimes Previstos no Estatuto do Idoso,X
11895,3603,Lei 10671/2003; 12.299/2010,41-B a 41-G,2012-06-01 00:00:00,2014-06-02 14:32:00,,,Crimes Previstos no Estatuto do Torcedor,X
3653,3603,Lei 1.579/52,Art. 4º,2008-09-30 15:52:00,,,,Crimes relacionados à Comissão Parlamentar de Inquérito,X
3650,3603,Lei 7.347/85,Art. 10,2008-09-30 15:52:00,,,,"Recusa, retardamento ou omissão de dados técnicos indispensáveis à propositura de Ação Civil Pública",X
3617,3603,Lei 8.429-92,Art. 19,2008-09-30 15:52:00,,,,Representação caluniosa,X
3641,3603,Lei 9.296/96,Art. 10,2008-09-30 15:52:00,,,,Sigilo Telefônico,X
15072,3603,Lei n. 13.869/2019,15-A,2022-06-01 00:00:00,,,,Violência Institucional,X
10952,287,,,2008-09-30 15:52:00,,,,Fato Atípico,X
3385,287,,,2008-09-30 15:52:00,,,,Lesão Corporal,X
5560,3385,CP,"129, § 9º e 11",2008-09-30 15:52:00,,,,Decorrente de Violência Doméstica,X
5557,3385,CP,"129, § 2º",2008-09-30 15:52:00,,,,Gravíssima,X
3386,3385,CP,"129, caput",2008-09-30 15:52:00,,,,Leve,X
5558,3385,CP,"129, § 4º",2008-09-30 15:52:00,,,,Privilegiada,X
15169,287,Provimento CNJ 135/2022,9º,2022-09-20 15:22:00,,,,Motivação Político Partidária (Provimento CNJ 135/2022),X
10620,287,CP,,2008-09-30 15:52:00,,,,Parte Geral,X
10621,10620,,,2008-09-30 15:52:00,,,,Aplicação da Pena,X
10633,10621,cp,59,2008-09-30 15:52:00,,,,Regime inicial,X
10628,10621,,,2008-09-30 15:52:00,,,,Substituição da Pena,X
10642,10620,CP,91 e 92,2008-09-30 15:52:00,,,,Efeitos da Condenação,X
10643,10642,cp,"92, I",2008-09-30 15:52:00,,,,Perda da Função Pública,X
10644,10642,cp,"45, § 3º",2008-09-30 15:52:00,,,,Perda de Bens e Valores,X
10613,10620,,,2008-09-30 15:52:00,,,,Excludentes,X
10617,10613,CP,24,2008-09-30 15:52:00,,,,Estado de Necessidade,X
10618,10613,CP,"23, III",2008-09-30 15:52:00,,,,Estrito Cumprimento do Dever Legal,X
10619,10613,CP,22,2008-09-30 15:52:00,,,,Inexigibilidade de Conduta Diversa,X
10616,10613,cp,25,2008-09-30 15:52:00,,,,Legítima Defesa,X
10622,10620,,,2008-09-30 15:52:00,,,,Extinção da Punibilidade,X
10625,10622,CF,"5º, XLIII",2008-09-30 15:52:00,,,,Anistia,X
10626,10622,Lei 7.210/1984,"66, II c/c 193",2008-09-30 15:52:00,,,,Indulto,X
10627,10622,8137/91; 9249/95,Art. 34,2008-09-30 15:52:00,,,,Pagamento ou Parcelamento do Crédito Tributário,X
10624,10622,CP,"107, IX",2008-09-30 15:52:00,,,,Perdão,X
10623,10622,CP,107,2008-09-30 15:52:00,,,,Prescrição,X
10634,10620,,,2008-09-30 15:52:00,,,,Suspensão condicional da pena,X
10612,10620,,,2008-09-30 15:52:00,,,,Tipicidade,X
10614,10612,,,2008-09-30 15:52:00,,,,Abolitio Criminis,X
10615,10612,,,2008-09-30 15:52:00,,,,Princípio da Insignificância,X
3388,287,,,2008-09-30 15:52:00,2021-05-28 14:01:00,,,Periclitação da Vida e da Saúde,X
3391,3388,CP,133,2008-09-30 15:52:00,,,,Abandono de incapaz,X
14690,3388,CP,135-A,2021-05-28 00:00:00,,,,Condicionamento de Atendimento Médico Hospitalar Emergencial,X
10508,3388,CP,136,2008-09-30 15:52:00,,,,Maus Tratos,X
3392,3388,CP,135,2008-09-30 15:52:00,,,,Omissão de socorro,X
5911,3388,CP,130,2008-09-30 15:52:00,,,,Perigo de Contágio Venéreo,X
3390,3388,CP,132,2008-09-30 15:52:00,,,,Perigo para a vida ou saúde de outrem,X
3393,287,CP,137,2008-09-30 15:52:00,,,,Rixa,X
