Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JT2G
1789,2581,,,2008-09-30 15:52:52,2020-11-18 12:35:15,,,Complemento Temporário Variável de Ajuste ao Piso de Mercado,X
2349,2581,,,2008-09-30 15:52:52,2020-11-18 12:35:22,,,Contribuição de Previdência Privada - Resgate,X
2666,2581,,,2008-09-30 15:52:52,2020-11-18 12:35:35,,,Décimo Terceiro Salário,X
1888,2581,,,2008-09-30 15:52:52,2020-11-18 12:35:43,,,Descontos Salariais - Devolução,X
1920,2581,,,2008-09-30 15:52:52,2020-11-18 12:36:37,,,Diárias,X
2450,2581,,,2008-09-30 15:52:52,2020-11-18 12:36:48,,,Gorjeta,X
2055,2581,,,2008-09-30 15:52:52,,,,Gratificação,X
8818,2055,,,2008-09-30 15:52:52,2020-11-18 12:37:26,,,Gratificação de Função,X
8817,2055,,,2008-09-30 15:52:52,2020-11-18 12:37:30,,,Gratificação por Tempo de Serviço,X
8813,2581,,,2008-09-30 15:52:52,2020-11-18 12:38:01,,,Licenças e Folgas - Conversão em Pecúnia,X
2215,2581,,,2008-09-30 15:52:52,2020-11-18 12:38:07,,,Multa Prevista em Norma Coletiva,X
2273,2581,,,2008-09-30 15:52:52,2020-11-18 12:38:17,,,PIS - Indenização,X
2364,2581,,,2008-09-30 15:52:52,2020-11-18 12:38:20,,,Plano de Saúde,X
2331,2581,,,2008-09-30 15:52:52,2020-11-18 12:38:28,,,Prêmio,X
4442,2581,,,2008-09-30 15:52:52,2020-11-18 12:38:49,,,Restituição / Indenização de Despesa,X
2458,2581,,,2008-09-30 15:52:52,2020-11-18 12:39:25,,,Salário / Diferença Salarial,X
5269,2458,,,2008-09-30 15:52:52,2020-11-18 12:40:03,,,Mínimo,X
2275,2458,,,2008-09-30 15:52:52,2020-11-18 12:40:17,,,Piso Salarial da Categoria / Salário Mínimo Profissional,X
2449,2458,,,2008-09-30 15:52:52,2020-11-18 12:40:31,,,Reajuste Salarial,X
2461,2458,,,2008-09-30 15:52:52,2020-11-18 12:40:47,,,Salário Família,X
1721,2458,CLT,458,2008-09-30 15:52:52,2020-11-18 12:40:56,,,Salário In Natura,X
8812,2458,,,2008-09-30 15:52:52,2020-11-18 12:40:59,,,Salário Maternidade,X
2463,2458,,,2008-09-30 15:52:52,2020-11-18 12:41:06,,,Salário Paternidade,X
8810,2458,,,2008-09-30 15:52:52,2020-11-18 12:41:11,,,Salário por Acúmulo de Cargo / Função,X
2697,2458,CLT,461,2008-09-30 15:52:52,2020-11-18 12:41:16,,,Salário por Equiparação / Isonomia,X
2466,2458,,,2008-09-30 15:52:52,2020-11-18 12:41:20,,,Salário Por Fora - Integração,X
2468,2458,,,2008-09-30 15:52:52,2020-11-18 12:41:25,,,Salário Por Safra,X
8816,2458,,,2008-09-30 15:52:52,2020-11-18 12:41:29,,,Salário Substituição,X
2452,2458,,,2008-09-30 15:52:52,2020-11-18 12:41:40,,,Salário Vencido / Retido,X
2477,2581,,,2008-09-30 15:52:52,2020-11-18 12:41:48,,,Seguro de Vida,X
2117,2581,Sum. 291/TST,,2008-09-30 15:52:52,2020-11-18 12:42:01,,,Supressão de Horas Extras Habituais - Indenização,X
2493,2581,,,2008-09-30 15:52:52,2020-11-18 12:42:05,,,Tarefa ,X
2540,2581,,,2008-09-30 15:52:52,2020-11-18 12:42:09,,,Vale Transporte,X
11428,,,,,,,,DIREITO ELEITORAL,X
11583,11428,,,2010-04-20 00:00:00,,,,Eleições,X
15236,11583,Constituição Federal,14,2023-06-16 18:16:43,,,,Assédio Eleitoral,X
6191,,,,,,,,DIREITO INTERNACIONAL,X
15104,6191,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Resolução 364); 1º (Recomendação 123)",2022-06-10 00:00:00,,,,Corte Interamericana de Direitos Humanos,X
15106,15104,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Medidas Provisórias da Corte Interamericana de Direitos Humanos,X
15105,15104,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Sentenças da Corte Interamericana de Direitos Humanos,X
15116,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso dos(as) Empregados(as) da Fábrica de Fogos de Santo Antônio de Jesus e seus Familiares vs. Brasil,X
15118,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Neusa dos Santos Nascimento e Outra vs. Brasil,X
15112,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Trabalhadores da Fazenda Brasil Verde vs. Brasil,X
6197,6191,CF1988; L 6.815/1980,"22, XIII, 109, X;",2008-09-30 15:52:52,,,,Estrangeiro,X
6201,6197,Declaração Sociolaboral do MERCOSUL,4º,2008-09-30 15:52:52,,,,Trabalhador Migrante ou Fronteiriço do MERCOSUL,X
12938,6191,,,2020-11-04 00:00:00,,,,Imunidade de Jurisdição e de Execução - Pessoas Jurídicas de Direito Internacional ,X
9565,6191,LICCvB (DL 4.657/1942),art. 9,2008-09-30 15:52:52,,,,Laudo Arbitral Internacional,X
12939,6191,,,2020-11-04 00:00:00,,,,Lei do Pavilhão - Trabalho a Bordo de Navio de Cruzeiros Marítimos ,X
6213,6191,Constituição Federal,"109, III",2008-09-30 15:52:52,,,,Normas do Mercosul,X
6218,6191,LICCvB (DL 4.657/1942),11,2008-09-30 15:52:52,,,,Pessoa Jurídica Estrangeira,X
6202,6191,CF1988,"art. 109, V-A e § 5º",2008-09-30 15:52:52,,,,Proteção Internacional a Direitos Humanos,X
6215,6191,LICCvB (DL 4.657/1942); CPC,10; 89,2008-09-30 15:52:52,,,,Sucessão de Bens de Estrangeiro,X
6212,6191,Constituição Federal,"109, III",2008-09-30 15:52:52,2020-12-04 18:43:23,,,Tratados e Convenções Internacionais,X
8826,,,,,,,,DIREITO PROCESSUAL CIVIL E DO TRABALHO,X
8842,8826,,,2008-09-30 15:52:52,,,,Partes e Procuradores,X
8843,8842,CPC,98 a 102,2008-09-30 15:52:52,,,,Assistência Judiciária Gratuita,X
9493,8842,CPC,70 a 76,2008-09-30 15:52:52,,,,Capacidade Processual,X
9258,8842,CPC,95,2008-09-30 15:52:52,,,,Honorários Periciais,X
12998,8842,CPC 2015,70 a 76,2020-11-04 00:00:00,,,,Incidente de Desconsideração da Personalidade Jurídica ,X
8859,8842,CPC,119 a 138,2008-09-30 15:52:52,,,,Intervenção de Terceiros ,X
13091,8859,,,2020-11-04 00:00:00,,,,Chamamento ao Processo ,X
13135,8859,,,2020-11-04 00:00:00,,,,Denunciação da Lide ,X
13234,8859,,,2020-11-04 00:00:00,,,,Nomeação à Autoria ,X
13239,8859,,,2020-11-04 00:00:00,,,,Oposição ,X
8866,8842,CPC,113 a 118,2008-09-30 15:52:52,2018-11-19 15:58:49,,,Litisconsórcio ,X
8868,8842,CPC,104 e 105,2008-09-30 15:52:52,2018-11-19 16:02:07,,,Procuração ,X
13068,8868,,,2020-11-04 00:00:00,,,,Assinatura Eletrônica / Digital ,X
13162,8868,,,2020-11-04 00:00:00,,,,Estatuto Social da Empresa ,X
13267,8868,,,2020-11-04 00:00:00,,,,Procurador de Entes Públicos / Autárquicos / Fundacionais ,X
13307,8868,,,2020-11-04 00:00:00,,,,Tácito ,X
8873,8842,CPC,75,2008-09-30 15:52:52,,,,Representação em Juízo,X
13157,8873,,,2020-11-04 00:00:00,,,,Entes Públicos ,X
13259,8873,,,2020-11-04 00:00:00,,,,Preposto ,X
9494,8842,CPC,41 a 43,2008-09-30 15:52:52,2020-12-04 18:54:10,,,Substituição da Parte,X
8867,8842,CPC,108 a 112,2008-09-30 15:52:52,2020-12-04 18:55:25,,,Substituição Processual,X
8874,8842,,,2008-09-30 15:52:52,,,,Sucumbência ,X
10658,8874,CPC,82 a 84 e 86 a 94,2008-09-30 15:52:52,,,,Custas,X
10655,8874,CPC,"85, §§ 1º, 2º, 6º e 8º a 19; 86; 87 e 90 a 92",2008-09-30 15:52:52,,,,Honorários Advocatícios,X
13350,10655,,,2020-11-04 00:00:00,,,,Assistenciais ,X
13385,10655,,,2020-11-04 00:00:00,,,,Contratuais ,X
13537,10655,,,2020-11-04 00:00:00,,,,Sucumbenciais ,X
13541,10655,,,2020-11-04 00:00:00,,,,Suspensão da Cobrança - Devedor Beneficiário de Assistência Judiciária Gratuita ,X
10656,8874,CPC,85 a 87; 90 a 92,2008-09-30 15:52:52,,,,Honorários Advocatícios em Execução Contra a Fazenda Pública,X
13184,8874,,,2020-11-04 00:00:00,,,,Honorários na Justiça do Trabalho ,X
13185,8874,,,2020-11-04 00:00:00,,,,Honorários Periciais ,X
12933,8826,,,2020-11-04 00:00:00,,,,Ação Rescisória ,X
12947,12933,,,2020-11-04 00:00:00,,,,Antecipação de Tutela / Recebimento como Cautelar ,X
12957,12933,,,2020-11-04 00:00:00,,,,Cabimento ,X
13320,12957,,,2020-11-04 00:00:00,,,,Contrariedade a Súmula ,X
13148,12957,,,2020-11-04 00:00:00,,,,Decisão Homologatória ,X
13329,13148,,,2020-11-04 00:00:00,,,,Acordo Prévio / Quitação Geral ,X
13342,13148,,,2020-11-04 00:00:00,,,,Adjudicação / Arrematação / Cálculos ,X
13610,12957,,,2020-11-04 00:00:00,,,,Rescisória de Rescisória ,X
13298,12957,,,2020-11-04 00:00:00,,,,Sentença de Liquidação ,X
12967,12933,,,2020-11-04 00:00:00,,,,Contestação ,X
13257,12967,,,2020-11-04 00:00:00,,,,Prazo / Termo Inicial ,X
12970,12933,,,2020-11-04 00:00:00,,,,Decadência ,X
13314,12970,,,2020-11-04 00:00:00,,,,Termo Inicial do Prazo ,X
13478,13314,,,2020-11-04 00:00:00,,,,Ministério Público ,X
12971,12933,,,2020-11-04 00:00:00,,,,Decisão Rescindenda ,X
12972,12933,,,2020-11-04 00:00:00,,,,Depósito Prévio ,X
13602,12972,,,2020-11-04 00:00:00,,,,Inexigibilidade / Isenção ,X
13270,12972,,,2020-11-04 00:00:00,,,,Insuficiência do Depósito ,X
13612,12972,,,2020-11-04 00:00:00,,,,Reversão para a Parte Contrária ,X
12982,12933,,,2020-11-04 00:00:00,,,,Documento Novo ,X
12983,12933,,,2020-11-04 00:00:00,,,,Dolo ou Colusão entre as Partes ,X
13220,12983,,,2020-11-04 00:00:00,,,,Lide Simulada ,X
12985,12933,,,2020-11-04 00:00:00,,,,Erro de Fato ,X
13116,12985,,,2020-11-04 00:00:00,,,,Contradição entre Fundamentação e Dispositivo ,X
12992,12933,,,2020-11-04 00:00:00,,,,Falsidade de Prova ,X
12995,12933,,,2020-11-04 00:00:00,,,,Honorários Advocatícios ,X
12996,12933,,,2020-11-04 00:00:00,,,,Impossibilidade Jurídica do Pedido ,X
13001,12933,,,2020-11-04 00:00:00,,,,"Invalidação de Confissão, Desistência ou Transação ",X
13050,13001,,,2020-11-04 00:00:00,,,,Acordo Homologado/Efeitos ,X
13266,13001,,,2020-11-04 00:00:00,,,,Processo Fraudulento ,X
13322,13001,,,2020-11-04 00:00:00,,,,Vício de Consentimento ,X
13002,12933,,,2020-11-04 00:00:00,,,,Juiz Impedido / Absolutamente Incompetente ,X
13005,12933,,,2020-11-04 00:00:00,,,,Legitimidade Ativa ,X
13244,13005,,,2020-11-04 00:00:00,,,,Parte ou Sucessor no Processo da Decisão Rescindenda ,X
13311,13005,,,2020-11-04 00:00:00,,,,Terceiro Juridicamente Interessado ,X
13015,12933,,,2020-11-04 00:00:00,,,,Ofensa à Coisa Julgada ,X
13207,13015,,,2020-11-04 00:00:00,,,,Interpretação e Alcance do Título Executivo ,X
13300,13015,,,2020-11-04 00:00:00,,,,Sentença Normativa - Modificação ,X
13025,12933,,,2020-11-04 00:00:00,,,,Pressuposto Processual ,X
13269,13025,,,2020-11-04 00:00:00,,,,Prova do Trânsito em Julgado da Decisão Rescindenda ,X
13287,13025,,,2020-11-04 00:00:00,,,,Representação Processual ,X
13468,13287,,,2020-11-04 00:00:00,,,,Jus Postulandi ,X
13027,12933,,,2020-11-04 00:00:00,,,,Prevaricação / Concussão / Corrupção do Juiz ,X
13030,12933,,,2020-11-04 00:00:00,,,,Pronunciamento Explícito (Prequestionamento) ,X
13034,12933,,,2020-11-04 00:00:00,,,,Reexame de Fatos e Provas ,X
13038,12933,,,2020-11-04 00:00:00,,,,Revelia / Confissão ,X
13043,12933,,,2020-11-04 00:00:00,,,,Violação Literal à Disposição de Lei ,X
13145,13043,,,2020-11-04 00:00:00,,,,Dupla Fundamentação da Decisão Rescindenda ,X
12934,8826,,,2020-11-04 00:00:00,,,,Acordo Extrajudicial ,X
12994,12934,,,2020-11-04 00:00:00,,,,Homologação Judicial - Requisitos ,X
13040,12934,,,2020-11-04 00:00:00,,,,Sentença de Recusa da Homologação ,X
8893,8826,,,2008-09-30 15:52:52,,,,Atos Processuais,X
8928,8893,CPC,218 a 235,2008-09-30 15:52:52,,,,Prazo,X
13114,8928,,,2020-11-04 00:00:00,,,,Contagem - Dias Úteis ,X
13268,8928,,,2020-11-04 00:00:00,,,,Prorrogação ,X
13305,8928,,,2020-11-04 00:00:00,,,,Suspensão / Interrupção ,X
10938,8893,CPC,238 a 259,2008-09-30 15:52:52,,,,Citação,X
10939,8893,CPC,269 a 275,2008-09-30 15:52:52,,,,Intimação / Notificação,X
8919,8893,CPC,276 a 283,2008-09-30 15:52:52,,,,Nulidade,X
13089,8919,,,2020-11-04 00:00:00,,,,Cerceamento de Defesa ,X
13212,8919,,,2020-11-04 00:00:00,,,,Julgamento Extra / Ultra / Citra Petita ,X
13233,8919,,,2020-11-04 00:00:00,,,,Negativa de Prestação Jurisdicional ,X
12412,8919,CPC,"803, II, parágrafo único",2018-11-20 00:00:00,2022-06-09 15:41:10,,,Nulidade - Ausência de Citação ,X
12401,8919,CPC,"11, caput",2018-11-20 00:00:00,,,,Nulidade - Ausência de Fundamentação de Decisão,X
12405,8919,CPC,"272, §§ 2º e 5º",2018-11-20 00:00:00,,,,Nulidade - Ausência de Identificação de Advogado ou de Sociedade de Advogados,X
12406,8919,CPC,279,2018-11-20 00:00:00,,,,Nulidade - Ausência de Intimação do Ministério Público,X
12404,8919,CPC,"272, § 2º",2018-11-20 00:00:00,,,,Nulidade - Ausência de Nome das Partes,X
12400,8919,CPC,"11, caput",2018-11-20 00:00:00,,,,Nulidade - Ausência de publicidade de decisão,X
12407,8919,CPC,280,2018-11-20 00:00:00,,,,Nulidade - Citação Sem Observância das Prescrições Legais,X
12413,8919,CPC,"803, III, parágrafo único",2018-11-20 00:00:00,,,,Nulidade - Execução Instaurada Antes de Condição ou Termo,X
12402,8919,CPC,"146, § 7º",2018-11-20 00:00:00,,,,Nulidade - Impedimento,X
12408,8919,CPC,280,2018-11-20 00:00:00,2018-11-20 13:10:10,,,Nulidade - Intimação Sem Observância das Prescrições Legais,X
12410,8919,CPC,280,2018-11-20 00:00:00,,,,Nulidade - Intimação Sem Observância das Prescrições Legais,X
10734,8919,Constituição Federal,97,2008-09-30 15:52:52,2018-11-20 13:27:19,,,Nulidade - Não Observância da Reserva de Plenário,X
12403,8919,CPC,"146, § 7º",2018-11-20 00:00:00,,,,Nulidade - Suspeição,X
12411,8919,CPC,"803, I, parágrafo único",2018-11-20 00:00:00,,,,"Nulidade - Título Extrajudicial Não Correspondente a Obrigação Certa, Líquida e Exigível ",X
13289,8919,,,2020-11-04 00:00:00,2021-03-24 15:05:30,,,Reserva de Plenário ,X
13321,8919,,,2020-11-04 00:00:00,2021-03-24 15:05:34,,,Vício de Citação ,X
8934,8893,CPC,291 a 293,2008-09-30 15:52:52,,,,Valor da Causa,X
13066,8934,,,2020-11-04 00:00:00,,,,Arbitramento / Majoração ,X
8938,8826,,,2008-09-30 15:52:52,,,,"Formação, Suspensão e Extinção do Processo",X
8939,8938,CPC,313 a 315,2008-09-30 15:52:52,,,,Suspensão do Processo,X
13170,8939,,,2020-11-04 00:00:00,,,,Falência ,X
13277,8939,,,2020-11-04 00:00:00,,,,Recuperação Judicial ,X
13310,8939,,,2020-11-04 00:00:00,,,,Temas repetitivos / Repercussão Geral ,X
12951,8938,,,2020-11-04 00:00:00,,,,Arquivamento ,X
12963,8938,,,2020-11-04 00:00:00,,,,Condições da Ação ,X
13051,12963,,,2020-11-04 00:00:00,,,,Adequação da Ação / Procedimento ,X
13206,12963,,,2020-11-04 00:00:00,,,,Interesse Processual ,X
14067,12963,,,2020-11-18 00:00:00,,,,Legitimidade Ativa e Passiva,X
12978,8938,,,2020-11-04 00:00:00,,,,Desistência da Ação ,X
8942,8938,CPC,267,2008-09-30 15:52:52,,,,Extinção do Processo Sem Resolução de Mérito,X
10735,8942,CPC,"330, III e 485, I e VI, §§ 3º e 7º",2008-09-30 15:52:52,2018-11-20 15:01:38,,,Ausência de Interesse Processual,X
10737,8942,CPC,"485, IV, §§ 3º e 7º",2008-09-30 15:52:52,2018-11-20 14:53:16,,,Ausência de Pressupostos de Constituição e Desenvolvimento ,X
13201,8942,,,2020-11-04 00:00:00,,,,Inépcia da Inicial ,X
10736,8942,,,2008-09-30 15:52:52,2018-11-20 15:01:12,,,Legitimidade para a Causa,X
12414,10736,CPC,"485, VI, § 3§ 3º e 7º",2018-11-20 00:00:00,,,,Ausência de Legitimidade para a Causa,X
13248,8942,,,2020-11-04 00:00:00,,,,Pedidos Ilíquidos - Rito Ordinário ,X
13252,8942,,,2020-11-04 00:00:00,,,,Perempção ,X
8941,8938,CPC,329,2008-09-30 15:52:52,,,,Modificação ou Alteração do Pedido,X
13026,8938,,,2020-11-04 00:00:00,,,,Pressupostos Processuais ,X
13065,13026,,,2020-11-04 00:00:00,,,,Arbitragem ,X
13094,13026,,,2020-11-04 00:00:00,,,,Coisa Julgada ,X
13221,13026,,,2020-11-04 00:00:00,,,,Litispendência ,X
8828,8826,,,2008-09-30 15:52:52,,,,Jurisdição e Competência,X
8829,8828,CPC,Arts. 86 a 124,2008-09-30 15:52:52,,,,Competência ,X
10652,8829,Constituição Federal,14,2008-09-30 15:52:52,,,,Competência da Justiça do Trabalho,X
13359,10652,,,2020-11-04 00:00:00,,,,Auxílio-Alimentação Após a Aposentadoria - Benefício Assegurado em Regulamento da Empresa ,X
13378,10652,,,2020-11-04 00:00:00,,,,Complementação de Aposentadoria / Pensão ,X
13386,10652,,,2020-11-04 00:00:00,,,,Contribuições Previdenciárias ,X
13390,10652,,,2020-11-04 00:00:00,,,,Dano Moral / Material ,X
13398,10652,,,2020-11-04 00:00:00,,,,Descontos Fiscais ,X
13415,10652,,,2020-11-04 00:00:00,,,,Empregados de Cartórios Extrajudiciais ,X
13451,10652,,,2020-11-04 00:00:00,,,,Guias do Seguro Desemprego ,X
13452,10652,,,2020-11-04 00:00:00,,,,Honorários Advocatícios ,X
13461,10652,,,2020-11-04 00:00:00,,,,Interdito Proibitório ,X
13471,10652,,,2020-11-04 00:00:00,,,,Levantamento do FGTS ,X
13525,10652,,,2020-11-04 00:00:00,,,,Relação de Trabalho ,X
10654,8829,Constituição Federal e Código Eleitoral,"102, 105, 108, 109, 114, 124 e 125, §§ 4º e 5º (CF); 22, 29, 35 (Código Eleitoral)",2008-09-30 15:52:52,,,,Competência da Justiça Estadual,X
10653,8829,Constituição Federal,108 e 109,2008-09-30 15:52:52,,,,Competência da Justiça Federal,X
13099,8829,,,2020-11-04 00:00:00,,,,Competência Funcional ,X
13462,13099,,,2020-11-04 00:00:00,,,,Interdito Proibitório ,X
13506,13099,,,2020-11-04 00:00:00,,,,Precatório ,X
10901,8829,Constituição Federal e Constituições Estaduais,"102, I, ""b"", ""c"" e ""d""; 105, I, ""a""; 108, I, ""a""; 125, § 1º (CF)",2008-09-30 15:52:52,,,,Competência por Prerrogativa de Função,X
13100,8829,,,2020-11-04 00:00:00,,,,Competência Territorial ,X
13343,13100,,,2020-11-04 00:00:00,,,,Agente / Viajante Comercial ,X
13427,13100,,,2020-11-04 00:00:00,,,,Exercício das Atividades Fora do Lugar da Celebração do Contrato ,X
13549,13100,,,2020-11-04 00:00:00,,,,Trabalhador Brasileiro no Exterior ,X
13109,8829,,,2020-11-04 00:00:00,,,,Conexão ,X
13263,8829,,,2020-11-04 00:00:00,,,,Prevenção ,X
12965,8828,,,2020-11-04 00:00:00,,,,Conflito de Competência ,X
14068,8828,,,2020-11-18 00:00:00,,,,Exceção de Incompetência Territorial,X
8838,8828,Decreto legislativo nº 4/1948,Artigo único,2008-09-30 15:52:52,,,,Imunidade de Jurisdição,X
13161,8838,,,2020-11-04 00:00:00,,,,Estado Estrangeiro ,X
13241,8838,,,2020-11-04 00:00:00,,,,Organismo Internacional ,X
9148,8826,,,2008-09-30 15:52:52,,,,Liquidação / Cumprimento / Execução,X
9520,9148,CPC,"774 e 903, § 6º",2008-09-30 15:52:52,,,,Ato Atentatório à Dignidade da Justiça,X
14069,9148,,,2020-11-18 00:00:00,,,,Ausência de Impugnação da Conta de Liquidação/Preclusão,X
9519,9148,CPC,794 e 795,2008-09-30 15:52:52,,,,Benefício de Ordem,X
9517,9148,CPC,"525, § 1º, VII",2008-09-30 15:52:52,,,,Causas Supervenientes à Sentença,X
9418,9148,CPC,"797, parágrafo único",2008-09-30 15:52:52,,,,Concurso de Credores,X
10880,9148,CPC,"520 a 522; 527; 537, § 3º; 1.012, §§ 1º e 2º",2008-09-30 15:52:52,2018-11-21 16:51:22,,,Cumprimento Provisório de Sentença,X
13265,10880,,,2020-11-04 00:00:00,,,,Processo do Trabalho ,X
13470,13265,,,2020-11-04 00:00:00,,,,Levantamento do Depósito Recursal ,X
12974,9148,,,2020-11-04 00:00:00,,,,Desconsideração da Personalidade Jurídica ,X
9518,9148,CPC,525 a 920,2008-09-30 15:52:52,,,,Efeito Suspensivo / Impugnação / Embargos à Execução,X
12987,9148,,,2020-11-04 00:00:00,,,,Execução de Ofício ,X
13121,12987,,,2020-11-04 00:00:00,,,,Contribuições Previdenciárias ,X
13245,12987,,,2020-11-04 00:00:00,,,,Partes Sem Advogados ,X
12988,9148,,,2020-11-04 00:00:00,,,,Execução de Título Extrajudicial ,X
13313,12988,,,2020-11-04 00:00:00,,,,Termo de Conciliação Prévia ,X
12989,9148,,,2020-11-04 00:00:00,,,,Execução Fiscal ,X
9419,9148,CF,"114, VIII",2008-09-30 15:52:52,,,,Execução Previdenciária,X
12991,9148,,,2020-11-04 00:00:00,,,,Execução Provisória ,X
9180,9148,CPC,876 a 903,2008-09-30 15:52:52,,,,Expropriação de Bens,X
13053,9180,,,2020-11-04 00:00:00,,,,Adjudicação ,X
13067,9180,,,2020-11-04 00:00:00,,,,Arrematação ,X
9414,9148,CPC,924 e 925,2008-09-30 15:52:52,,,,Extinção da Execução,X
10683,9148,CPC,"525, § 11",2008-09-30 15:52:52,2018-11-21 15:37:24,,,Fato Superveniente ao Término do Prazo para Impugnação,X
9450,9148,CPC,"792; 828, § 4º; 855, § 3º",2008-09-30 15:52:52,,,,Fraude à Execução,X
12993,9148,,,2020-11-04 00:00:00,,,,Hipoteca Judiciária ,X
9453,9148,DL 48.295/1968 (Convenção de Viena),"22º, 3",2008-09-30 15:52:52,,,,Imunidade de Execução,X
9178,9148,CPC,"525, §1º, III; 535, III, § 5º; 803,I; 917, I",2008-09-30 15:52:52,2018-11-21 17:59:07,,,Inexequibilidade do Título / Inexigibilidade da Obrigação,X
12999,9148,,,2020-11-04 00:00:00,,,,Inscrição no Banco Nacional de Devedores Trabalhistas - BNDT ,X
9160,9148,CPC,"520, IV; 526, caput e § 1º; 537, § 3º; 904 a 906; 908; 916, caput e § 2º",2008-09-30 15:52:52,,,,Levantamento de Valor,X
10686,9148,CPC,"567. 806, § 1º; 814",2008-09-30 15:52:52,,,,Multa Cominatória / Astreintes,X
13062,10686,,,2020-11-04 00:00:00,,,,Anotação na CTPS ,X
13093,10686,,,2020-11-04 00:00:00,,,,Cláusula Penal ,X
9166,9148,CPC,"523, caput e § 1º; 526, § 2º; 702, §§ 10 e 11; 895, caput e § 4º; 915, § 5º, II",2008-09-30 15:52:52,,,,Multa de 10%,X
13014,9148,,,2020-11-04 00:00:00,,,,Obrigação de Dar ,X
10670,9148,,,2008-09-30 15:52:52,,,,Obrigação de Entregar,X
10677,10670,CPC,"536, caput e §§ 1º e 2º; 538, caput; 625; 806, caput e § 2º",2008-09-30 15:52:52,,,,Busca e Apreensão,X
10676,10670,CPC,"538, caput; 625; 806, caput e § 2º; 877, § 1º, I; 879, § 2º, I; 901, § 1º; 903, §§ 1º a 3º",2008-09-30 15:52:52,,,,Imissão na Posse,X
10671,9148,CPC,536 e 537,2008-09-30 15:52:52,,,,Obrigação de Fazer / Não Fazer,X
9163,9148,CPC,831 a 875,2008-09-30 15:52:52,2018-11-21 14:58:21,,,Penhora / Depósito/ Avaliação ,X
13080,9163,,,2020-11-04 00:00:00,,,,Avaliação / Reavaliação ,X
13140,9163,,,2020-11-04 00:00:00,,,,Dispensa de Penhora - Entidades Filantrópicas e Seus Diretores ,X
13164,9163,,,2020-11-04 00:00:00,,,,Excesso de Penhora ,X
13189,9163,,,2020-11-04 00:00:00,,,,Impenhorabilidade ,X
13363,13189,,,2020-11-04 00:00:00,,,,Bem de Família ,X
13364,13189,,,2020-11-04 00:00:00,,,,Bem Público ,X
13458,13189,,,2020-11-04 00:00:00,,,,Instrumentos de Trabalho ,X
13526,13189,,,2020-11-04 00:00:00,,,,Remuneração / Proventos / Pensões e Outros Rendimentos ,X
13240,9163,,,2020-11-04 00:00:00,,,,Ordem de Preferência ,X
13249,9163,,,2020-11-04 00:00:00,,,,Penhora no Rosto dos Autos ,X
13250,9163,,,2020-11-04 00:00:00,,,,Penhora Online / BACEN JUD ,X
13278,9163,,,2020-11-04 00:00:00,,,,Reforço de Penhora ,X
13297,9163,,,2020-11-04 00:00:00,,,,Seguro-Garantia Judicial ,X
13303,9163,,,2020-11-04 00:00:00,,,,Substituição de Penhora ,X
10672,9148,,,2008-09-30 15:52:52,,,,Precatório,X
13097,10672,,,2020-11-04 00:00:00,,,,Compensação de Reajustes Concedidos ,X
10680,10672,Constituição Federal,"100, § 8º",2008-09-30 15:52:52,,,,Crédito Complementar,X
10679,10672,Constituição Federal,"100, §§ 2º e 8º",2008-09-30 15:52:52,,,,Fracionamento,X
11923,10672,Constituição Federal,"100 caput e §§ 1º, 2º e 6º",2012-06-06 00:00:00,,,,Fraude / Quebra de ordem cronológica,X
13216,10672,,,2020-11-04 00:00:00,,,,Juros de Mora ,X
10885,10672,Constituição Federal e ADCT,"100, § 20 (CF); 78 (ADCT)",2008-09-30 15:52:52,,,,Liquidação Parcelada,X
10869,10672,CPC,"513, caput; 523, caput",2008-09-30 15:52:52,,,,Parcela Incontroversa,X
13253,10672,,,2020-11-04 00:00:00,,,,Período de Graça ,X
10678,10672,ADCT,"97, § 13; 103, caput",2008-09-30 15:52:52,,,,Sequestro de Verbas Públicas,X
13024,9148,,,2020-11-04 00:00:00,,,,Preclusão / Coisa Julgada ,X
10573,9148,,,2008-09-30 15:52:52,,,,Prisão Civil,X
10861,10573,,,2008-09-30 15:52:52,2020-12-04 18:48:39,,,Alienação Fiduciária,X
10860,10573,,,2008-09-30 15:52:52,2020-12-04 18:49:25,,,Depositário Infiel,X
13031,9148,,,2020-11-04 00:00:00,,,,Protesto de Crédito Trabalhista ,X
9189,9148,CPC,826,2008-09-30 15:52:52,,,,Remição,X
