Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JFTNU
7752,7771,Lei n. 8.078/90 (C.D.C.),52 e 53,2008-09-30 15:52:00,,,,Bancários,X
14757,7752,Decreto 22.626/33; MP 2.170/01; Lei n. 8.078/90 (C.D.C.),1º e ss; 5º,2021-07-30 00:00:00,,,,Crédito Direto ao Consumidor - CDC,X
14758,7752,Decreto 22.626/33; MP 2.170/01; Lei n. 8.078/90 (C.D.C.),1º e ss; 5º,2021-07-30 00:00:00,,,,Crédito Rotativo,X
11806,7752,,,2011-10-05 00:00:00,,,,Empréstimo consignado,X
14926,7752,CDC,,2021-09-30 00:00:00,,,,"Revisão de Juros Remuneratórios, Capitalização/Anatocismo",X
11807,7752,,,2011-10-05 00:00:00,,,,Tarifas,X
7772,7771,Lei n. 8.078/90 (C.D.C.),52,2008-09-30 15:52:00,,,,Cartão de Crédito,X
7619,7771,Lei n. 8.078/90 (C.D.C.),"53,§2º",2008-09-30 15:52:00,,,,Consórcio,X
7620,7771,Lei n. 9.870/99,arts. 1º a 9º,2008-09-30 15:52:00,,,,Estabelecimentos de Ensino,X
7773,7771,Lei n. 8.078/90 (C.D.C.),52,2008-09-30 15:52:00,,,,Financiamento de Produto,X
7761,7771,Lei n. 8.078/90 (C.D.C.),52,2008-09-30 15:52:00,,,,Fornecimento de Água,X
7760,7771,Lei n. 8.078/90 (C.D.C.),22,2008-09-30 15:52:00,,,,Fornecimento de Energia Elétrica,X
6233,7771,Lei n. 9.656/99 e Lei n. 8.078/90 (C.D.C.),"Artigo 54, do C.D.C.",2008-09-30 15:52:00,2019-07-04 16:37:00,,,Planos de Saúde,X
12222,6233,Lei n. 9.656/99 e Lei n. 8.078/90 (C.D.C.),"Art. 54, do CDC",2018-06-25 00:00:00,2019-07-04 16:37:00,,,Fornecimento de medicamentos,X
12225,6233,Lei 9.656/1999 c/c CDC,"54, do CDC",2018-06-25 00:00:00,2019-07-04 16:37:00,,,Reajuste contratual,X
12223,6233,Lei 9656/1999 c/c CDC,54. dp CDC,2018-06-25 00:00:00,2019-07-04 16:37:00,,,Tratamento médico-hospitalar,X
12224,6233,Lei 9.656/1999 c/c CDC,"54, do CDC",2018-06-25 00:00:00,2019-07-04 16:37:00,,,Unidade de terapia intensiva (UTI) ou Unidade de cuidados intensivos (UCI),X
7621,7771,Código Civil e Lei n. 8.078/90 (C.D.C.),"Artigo 54, do C.D.C., e 757 e 802, do C.C.",2008-09-30 15:52:00,,,,Seguro,X
7775,7771,Lei n. 8.078/90 (C.D.C.),14 e 20,2008-09-30 15:52:00,,,,Serviços Hospitalares,X
7774,7771,Lei n. 8.078/90 (C.D.C.),"14, §4º",2008-09-30 15:52:00,,,,Serviços Profissionais,X
7617,7771,,,2008-09-30 15:52:00,,,,Telefonia,X
7626,7617,Lei n. 9.472/97 e Lei n. 8.078/90 (C.D.C.),"6º, III, e 22, C.D.C.",2008-09-30 15:52:00,,,,Assinatura Básica Mensal,X
10598,7617,Lei n. 8.078/90 (C.D.C.),"6º, III, e 22",2008-09-30 15:52:00,,,,Cobrança indevida de ligações ,X
7627,7617,Lei n. 8.078/90 (C.D.C.),"6º, III, e 22",2008-09-30 15:52:00,,,,Pulsos Excedentes,X
4862,7771,,,2008-09-30 15:52:00,,,,Transporte Aéreo,X
7748,4862,Lei n. 8.078/90 (C.D.C.),14,2008-09-30 15:52:00,,,,Acidente Aéreo,X
4829,4862,Lei n. 8.078/90 (C.D.C.),14,2008-09-30 15:52:00,,,,Atraso de vôo,X
4830,4862,Lei n. 8.078/90 (C.D.C.),14,2008-09-30 15:52:00,,,,Cancelamento de vôo,X
4832,4862,Lei n. 8.078/90 (C.D.C.),14,2008-09-30 15:52:00,,,,Extravio de bagagem,X
4831,4862,Lei n. 8.078/90 (C.D.C.),14,2008-09-30 15:52:00,,,,Overbooking,X
7776,7771,Lei n. 8.078/90 (C.D.C.),14,2008-09-30 15:52:00,,,,Transporte Terrestre,X
7618,7771,Lei n. 8.078/90 (C.D.C.),"18, 19 e 20",2008-09-30 15:52:00,,,,Turismo,X
11864,1156,,,2011-10-05 00:00:00,,,,Irregularidade no atendimento,X
6220,1156,,,2008-09-30 15:52:00,,,,Responsabilidade do Fornecedor,X
7769,6220,Lei n. 8.078/90 (C.D.C.),"18, §1º, I, 19, I, e 20, I",2008-09-30 15:52:00,,,,Abatimento proporcional do preço ,X
7780,6220,Lei n. 8.078/90 (C.D.C.),"12, 14, 18, §1º, II, 19, IV, e 20, II",2008-09-30 15:52:00,,,,Indenização por Dano Material,X
7779,6220,,,2008-09-30 15:52:00,,,,Indenização por Dano Moral,X
12042,7779,,,2014-07-23 00:00:00,,,,Análise de Crédito,X
6226,7779,Lei 8.078/1990 (C.D.C.),"6º, VI, e 43",2008-09-30 15:52:00,,,,Inclusão Indevida em Cadastro de Inadimplentes,X
7781,7779,Lei n. 8.078/90 (C.D.C.),"6º, VI",2008-09-30 15:52:00,,,,Protesto Indevido de Título,X
7770,6220,Lei n. 8.078/90 (C.D.C.),"6º, V, e 47",2008-09-30 15:52:00,,,,Interpretação / Revisão de Contrato,X
14925,6220,CDC,"42, parágrafo único",2021-09-30 00:00:00,,,,Repetição do Indébito,X
7768,6220,Lei n. 8.078/90 (C.D.C.),"art. 18, § 1º, II, 19, IV, e 20, II",2008-09-30 15:52:00,,,,Rescisão do contrato e devolução do dinheiro,X
7767,6220,Lei n. 8.078/90 (C.D.C.),"18, § 1º, I, e 19, III",2008-09-30 15:52:00,,,,Substituição do Produto,X
15048,1156,CDC,"4º, IX e X, 5º, VI e VII, 6º, XI a XIII, 51, XVII e XVII, 54-A a 54-G e 104-A a 104-C",2022-03-23 00:00:00,,,,Superendividamento,X
11428,,,,,,,,DIREITO ELEITORAL,X
11583,11428,,,2010-04-20 00:00:00,,,,Eleições,X
15236,11583,Constituição Federal,14,2023-06-16 18:16:00,,,,Assédio Eleitoral,X
6191,,,,,,,,DIREITO INTERNACIONAL,X
15104,6191,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Resolução 364); 1º (Recomendação 123)",2022-06-10 00:00:00,,,,Corte Interamericana de Direitos Humanos,X
15106,15104,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Medidas Provisórias da Corte Interamericana de Direitos Humanos,X
15105,15104,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Sentenças da Corte Interamericana de Direitos Humanos,X
15119,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Airton Honorato vs. Brasil,X
15116,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso dos(as) Empregados(as) da Fábrica de Fogos de Santo Antônio de Jesus e seus Familiares vs. Brasil,X
15109,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Escher e Outros vs. Brasil,X
15113,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364), 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Favela Nova Brasília vs. Brasil,X
15110,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Garibaldi vs. Brasil,X
15111,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,"Caso Gomes Lund e Outros (""Guerrilha do Araguaia) vs. Brasil",X
15115,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Herzog e Outros vs. Brasil,X
15108,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1] (Rec. 123)",2022-06-10 00:00:00,,,,Caso Nogueira de Carvalho e Outro vs. Brasil,X
15121,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Sales Pimenta vs. Brasil,X
15120,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Tavares Pereira e Outros vs. Brasil,X
15112,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Trabalhadores da Fazenda Brasil Verde vs. Brasil,X
15107,15105,Resolução CNJ n. 364; Recomendação CNJ n.123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Ximenes Lopes vs. Brasil,X
287,,,,,,,,DIREITO PENAL,X
3692,287,DL 3688/41,arts. 18 a 70,2008-09-30 15:52:00,,,,Contravenções Penais,X
12772,3692,DL 3688/41,20,2020-07-15 00:00:00,,,,"Anúncio de Processo, Substância ou Objeto Destinado a Provocar Aborto ",X
12774,3692,DL 3688/41,23,2020-07-15 00:00:00,,,,Custódia de Doente Mental Sem Autorização do Responsável,X
14236,3692,DL 3688/1941,47,2021-01-28 00:00:00,,,,Exercício Ilegal de Profissão ou Atividade,X
12343,3692,DL 3688/41,18,2018-06-27 00:00:00,,,,"Fabrico, comércio ou detenção de arma branca ou munição",X
12773,3692,DL 3688/41,22,2020-07-15 00:00:00,,,,Internação Não Autorizada em Estabelecimento Psiquiátrico,X
12350,3692,DL 3688/1941,50,2018-06-27 00:00:00,,,,Jogo de azar,X
12352,3692,DL 3688/1941,58,2018-06-27 00:00:00,,,,Jogo do bicho,X
12351,3692,DL 3688/1941,51,2018-06-27 00:00:00,,,,Loteria não autorizada,X
12346,3692,DL 3688/41,31,2018-06-27 00:00:00,,,,Omissão de cautela na guarda ou condução de animal,X
12355,3692,DL 3688/1941,66,2018-06-27 00:00:00,,,,Omissão de comunicação de crime,X
12354,3692,DL 3688/1941,65,2018-06-27 00:00:00,,,,Perturbação da tranquilidade,X
12347,3692,DL 3688/1941,42,2018-06-27 00:00:00,,,,Perturbação do trabalho ou do sossego alheios,X
12344,3692,DL 3688/1941,19,2018-06-27 00:00:00,,,,Porte de arma (branca),X
12340,3692,DL 3688/41,40,2018-06-27 00:00:00,,,,Provocação de tumulto ou conduta inconveniente,X
12356,3692,DL 3688/1941,68,2018-06-27 00:00:00,,,,Recusa de dados sobre a própria identificação ou qualificação,X
12353,3692,DL 3688/1941,63,2018-06-27 00:00:00,,,,Servir bebidas alcóolicas a vulneráveis,X
12348,3692,DL 3688/1941,45,2018-06-27 00:00:00,,,,Simulação de Qualidade de Funcionário,X
12349,3692,Dl 3688/1941,47,2018-06-27 00:00:00,,,,Uso ilegítimo de uniforme ou distintivo,X
12345,3692,DL 3688/1941,21,2018-06-27 00:00:00,,,,Vias de fato,X
5865,287,CP,"art. 18, II",2008-09-30 15:52:00,,,,Crime Culposo,X
5555,287,CP,"14, II",2008-09-30 15:52:00,,,,Crime Tentado,X
5874,287,,,2008-09-30 15:52:00,,,,Crimes Contra a Administração da Justiça,X
3578,5874,CP,341,2008-09-30 15:52:00,,,,Auto-acusação falsa,X
3577,5874,CP,340,2008-09-30 15:52:00,,,,Comunicação falsa de crime ou de contravenção ,X
3595,5874,CP,359,2008-09-30 15:52:00,,,,Desobediência a decisão judicial sobre perda ou suspensão de direitos ,X
11797,5874,CP,349-A,2011-08-03 00:00:00,,,,Entrada de aparelho telefônico de comunicação móvel em estabelecimento prisional,X
3587,5874,CP,352,2008-09-30 15:52:00,,,,Evasão mediante violência contra a pessoa ,X
3581,5874,CP,345 e 346,2008-09-30 15:52:00,,,,Exercício arbitrário das próprias razões ,X
3585,5874,CP,350,2008-09-30 15:52:00,,,,Exercício arbitrário ou abuso de poder ,X
3583,5874,CP,348,2008-09-30 15:52:00,,,,Favorecimento pessoal ,X
3584,5874,CP,349,2008-09-30 15:52:00,,,,Favorecimento real ,X
3582,5874,CP,347,2008-09-30 15:52:00,,,,Fraude processual,X
3586,5874,CP,351,2008-09-30 15:52:00,,,,Fuga de pessoa presa ou submetida a medida de segurança ,X
3589,5874,CP,354,2008-09-30 15:52:00,,,,Motim de presos ,X
3594,5874,CP,358,2008-09-30 15:52:00,,,,Violência ou fraude em arrematação judicial,X
3463,287,,,2008-09-30 15:52:00,2010-03-05 10:38:00,,,Crimes contra a Dignidade Sexual,X
5851,3463,CP,216-A,2008-09-30 15:52:00,,,,Assédio Sexual,X
3467,3463,CP,Art. 216,2008-09-30 15:52:00,,,,Atentado ao Pudor Mediante Fraude,X
3469,3463,CP,233 e 234,2008-09-30 15:52:00,2021-05-28 16:25:00,,,Ultraje Público ao Pudor (Ato/Escrito Obsceno),X
3472,287,,,2008-09-30 15:52:00,,,,Crimes contra a Família,X
3488,3472,,,2008-09-30 15:52:00,,,,Crime contra o Pátrio-Poder e Tutela,X
3489,3488,CP,248,2008-09-30 15:52:00,,,,"Induzimento a Fuga, Entrega Arbitrária ou Sonegação de Incapazes",X
3490,3488,CP,249,2008-09-30 15:52:00,,,,Subtração de Incapazes ,X
3473,3472,,,2008-09-30 15:52:00,,,,Crimes Contra a Assistência Familiar,X
3475,3473,CP,246 e 247,2008-09-30 15:52:00,,,,Abandono Intelectual,X
3476,3473,CP,245,2008-09-30 15:52:00,,,,Entrega de Filho Menor a Pessoa Inidônea,X
3477,3472,,,2008-09-30 15:52:00,,,,Crimes contra o Casamento,X
3480,3477,CP,237,2008-09-30 15:52:00,,,,Conhecimento Prévio de Impedimento ,X
3481,3477,CP,236,2008-09-30 15:52:00,,,,Induzimento a erro essencial e ocultação de impedimento,X
3523,287,CP,287,2008-09-30 15:52:00,,,,Crimes contra a Fé Pública,X
3535,3523,CP,"301, caput",2008-09-30 15:52:00,,,,Certidão ou atestado ideologicamente falso ,X
3528,3523,CP,292,2008-09-30 15:52:00,,,,Emissão de título ao portador sem permissão legal ,X
3537,3523,CP,302,2008-09-30 15:52:00,,,,Falsidade de atestado médico ,X
3536,3523,CP,"art. 301, § 1º",2008-09-30 15:52:00,,,,Falsidade material de atestado ou certidão ,X
3394,287,,,2008-09-30 15:52:00,,,,Crimes contra a Honra,X
3395,3394,CP,138,2008-09-30 15:52:00,,,,Calúnia,X
3396,3394,CP,139,2008-09-30 15:52:00,,,,Difamação,X
3397,3394,,,2008-09-30 15:52:00,,,,Injúria,X
12543,3397,CP,"140, §3º",2019-07-09 00:00:00,,,,Preconceituosa,X
14101,12543,,,2020-12-04 00:00:00,2023-03-31 13:51:00,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Cor,X
14102,12543,,,2020-12-04 00:00:00,2023-03-31 13:43:00,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Etnia,X
14107,12543,,,2020-12-04 00:00:00,2024-03-15 12:22:00,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Identidade de Gênero,X
14106,12543,,,2020-12-04 00:00:00,2024-03-15 12:20:00,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Orientação Sexual,X
14103,12543,,,2020-12-04 00:00:00,2023-03-31 13:57:00,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Origem,X
14100,12543,,,2020-12-04 00:00:00,2023-03-31 13:54:00,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Raça,X
14104,12543,,,2020-12-04 00:00:00,,,,Condição de Pessoa Idosa,X
14105,12543,,,2020-12-04 00:00:00,,,,Condição de Pessoa Portadora de Deficiência,X
15126,12543,Código Penal,"140, § 3º",2022-06-13 00:00:00,,,,Religião,X
3491,287,,,2008-09-30 15:52:00,,,,Crimes contra a Incolumidade Pública,X
3502,3491,CP,264,2008-09-30 15:52:00,,,,Arremesso de projétil,X
3510,3491,CP,283,2008-09-30 15:52:00,,,,Charlatanismo ,X
3512,3491,CP,284,2008-09-30 15:52:00,,,,Curandeirismo ,X
11969,3491,CP,"Art. 256, parágrafo único",2013-09-18 00:00:00,,,,Desabamento ou desmoronamento culposo,X
3509,3491,CP,282,2008-09-30 15:52:00,,,,"Exercício Ilegal da Medicina, Arte Dentária ou Farmacêutica",X
5862,3491,CP,253,2008-09-30 15:52:00,,,,Fabrico / Fornecimento / Aquisição / Posse ou Transporte de Explosivos ou Gás Tóxico ou Asfixiante,X
3515,3491,CP,268,2008-09-30 15:52:00,,,,Infração de Medida Sanitária Preventiva,X
3516,3491,CP,269,2008-09-30 15:52:00,,,,Omissão de Notificação de Doença,X
3407,287,,,2008-09-30 15:52:00,,,,Crimes contra a inviolabilidade de correspondência,X
3409,3407,CP,"151, § 1º, I",2008-09-30 15:52:00,,,,Sonegação ou destruição de correspondência ,X
3410,3407,CP,"art. 151, § 1º, II, III e IV",2008-09-30 15:52:00,,,,"Violação de comunicação telegráfica, radioelétrica ou telefônica ",X
3408,3407,CP,"151, caput",2008-09-30 15:52:00,,,,Violação de correspondência ,X
3411,3407,CP,152,2008-09-30 15:52:00,,,,Violação de Correspondência comercial ,X
3405,287,,,2008-09-30 15:52:00,,,,Crimes contra a inviolabilidade de domicílio,X
3406,3405,CP,150,2008-09-30 15:52:00,,,,Violação de domicílio ,X
3412,287,,,2008-09-30 15:52:00,,,,Crimes contra a inviolabilidade de segredo,X
3413,3412,CP,153,2008-09-30 15:52:00,,,,Divulgação de segredo ,X
11978,3412,CP,154-A,2014-02-18 00:00:00,,,,Invasão de Dispositivo Informático,X
3414,3412,CP,154,2008-09-30 15:52:00,,,,Violação do segredo profissional ,X
3400,287,,,2008-09-30 15:52:00,,,,Crimes contra a liberdade pessoal,X
3402,3400,CP,147,2008-09-30 15:52:00,,,,Ameaça ,X
3401,3400,CP,146,2008-09-30 15:52:00,,,,Constrangimento ilegal ,X
15482,3400,Código Penal,"146-A, caput",2024-11-11 17:56:00,,,,Intimidação Sistemática (Bullying),X
15483,3400,Código Penal,"146-A, parágrafo único",2024-11-11 18:01:00,,,,Intimidação Sistemática Virtual (Cyberbullying),X
3445,287,,,2008-09-30 15:52:00,,,,Crimes contra a Organização do Trabalho,X
3448,3445,CP,199,2008-09-30 15:52:00,,,,Atentado contra a liberdade de associação,X
3447,3445,CP,198,2008-09-30 15:52:00,,,,Atentado contra a liberdade de contrato de trabalho e boicotagem violenta,X
3446,3445,CP,197,2008-09-30 15:52:00,,,,Atentado contra a liberdade de trabalho,X
3453,3445,CP,205,2008-09-30 15:52:00,,,,Exercício de atividade com infração de decisão administrativa ,X
3452,3445,CP,203,2008-09-30 15:52:00,,,,Frustração de direitos assegurados por lei trabalhista,X
3456,3445,CP,204,2008-09-30 15:52:00,,,,Frustração de lei sobre a nacionalização do trabalho ,X
3450,3445,CP,201,2008-09-30 15:52:00,,,,Paralisação de trabalho de interesse coletivo,X
3449,3445,CP,200,2008-09-30 15:52:00,,,,"Paralisação de trabalho, seguida de violência ou perturbação da ordem",X
3520,287,,,2008-09-30 15:52:00,,,,Crimes contra a Paz Pública,X
5870,3520,CP,287,2008-09-30 15:52:00,,,,Apologia de Crime ou Criminoso,X
14685,3520,CP,288,2021-05-28 00:00:00,,,,Associação Criminosa,X
14689,3520,CP,288-A,2021-05-28 00:00:00,,,,Constituição de Milícia Privada,X
5869,3520,CP,286,2008-09-30 15:52:00,,,,Incitação ao Crime,X
3442,287,,,2008-09-30 15:52:00,,,,Crimes contra a Propriedade Intelectual,X
3443,3442,CP e Lei 9.609/98,art. 184 e art 12,2008-09-30 15:52:00,,,,Violação de direito autoral,X
5875,287,CP,359-A a 359-H,2008-09-30 15:52:00,,,,Crimes Contra as Finanças Públicas,X
5903,5875,CP,359-A,2008-09-30 15:52:00,,,,Contratação de Operação de Crédito,X
5904,5875,CP,359-B,2008-09-30 15:52:00,,,,Inscrição de Despesas Não Empenhadas,X
5908,5875,CP,359-F,2008-09-30 15:52:00,,,,Não Cancelamento de Restos a Pagar,X
5907,5875,CP,359-E,2008-09-30 15:52:00,,,,Prestação de Garantia Graciosa,X
3415,287,,,2008-09-30 15:52:00,,,,Crimes contra o Patrimônio,X
3423,3415,CP,"161, caput",2008-09-30 15:52:00,,,,Alteração de limites ,X
3429,3415,CP,166,2008-09-30 15:52:00,,,,Alteração de local especialmente protegido,X
5573,3415,CP,"169, Parágrafo Único, II.",2008-09-30 15:52:00,,,,Apropriação de Coisa Achada,X
3437,3415,CP,169,2008-09-30 15:52:00,,,,"Apropriação de Coisa Havida por Erro, Caso Fortuito ou Força da Natureza",X
5572,3415,I,169,2008-09-30 15:52:00,,,,Apropriação de Tesouro,X
3426,3415,CP,163,2008-09-30 15:52:00,,,,Dano,X
3428,3415,CP,165,2008-09-30 15:52:00,,,,"Dano em coisa de valor artístico, arqueológico ou histórico",X
3425,3415,CP e Lei n. 5.741/71,"161, II e art. 9º",2008-09-30 15:52:00,,,,Esbulho possessório,X
3434,3415,CP,179,2008-09-30 15:52:00,,,,Fraude à execução ,X
5844,3415,CP,175,2008-09-30 15:52:00,,,,Fraude no Comércio,X
3418,3415,CP,156,2008-09-30 15:52:00,,,,Furto de coisa comum ,X
3427,3415,CP,164,2008-09-30 15:52:00,,,,Introdução ou abandono de animais em propriedade alheia,X
3433,3415,CP,176,2008-09-30 15:52:00,,,,Outras fraudes,X
3424,3415,CP,"161, I",2008-09-30 15:52:00,,,,Usurpação de águas ,X
3457,287,,,2008-09-30 15:52:00,,,,Crimes contra o sentimento religioso e contra o respeito aos mortos,X
3459,3457,CP,209,2008-09-30 15:52:00,,,,Impedimento ou Perturbação de Cerimônia Funerária,X
3462,3457,CP,208,2008-09-30 15:52:00,,,,Ultraje / Impedimento ou Perturbação de Culto Religioso,X
15373,287,Código Penal,337-E a 337-O,2024-07-30 17:45:00,,,,Crimes em Licitações e Contratos Administrativos,X
15383,15373,Código Penal,337-N,2024-07-31 08:29:00,,,,Impedimento Indevido,X
3547,287,,,2008-09-30 15:52:00,,,,Crimes Praticados por Funcionários Públicos Contra a Administração em Geral,X
3561,3547,CP,323,2008-09-30 15:52:00,,,,Abandono de função ,X
3559,3547,CP,321,2008-09-30 15:52:00,,,,Advocacia administrativa ,X
3558,3547,CP,320,2008-09-30 15:52:00,,,,Condescendência criminosa,X
3552,3547,CP,315,2008-09-30 15:52:00,,,,Emprego irregular de verbas ou rendas públicas ,X
3562,3547,CP,324,2008-09-30 15:52:00,,,,Exercício funcional ilegalmente antecipado ou prolongado ,X
3597,3547,CP,313-B,2008-09-30 15:52:00,,,,Modificação ou alteração não autorizada de sistema de informações ,X
3557,3547,CP,319 e 319-A,2008-09-30 15:52:00,,,,Prevaricação,X
3564,3547,CP,326,2008-09-30 15:52:00,,,,Violação do sigilo de proposta de concorrência ,X
3563,3547,CP,325,2008-09-30 15:52:00,,,,Violação do sigilo funcional ,X
5872,287,Lei 6.453/77,1°,2008-09-30 15:52:00,,,,Crimes Praticados por Particular Contra a Administração em Geral,X
3573,5872,CP,331,2008-09-30 15:52:00,,,,Desacato ,X
3572,5872,CP,330,2008-09-30 15:52:00,,,,Desobediência ,X
3569,5872,CP,335,2008-09-30 15:52:00,,,,"Impedimento, perturbação ou fraude de concorrência",X
3570,5872,CP,336,2008-09-30 15:52:00,,,,Inutilização de edital ou de sinal ,X
3566,5872,CP,art. 329,2008-09-30 15:52:00,,,,Resistência ,X
3603,287,,,2008-09-30 15:52:00,,,,Crimes Previstos na Legislação Extravagante,X
5893,3603,Lei 5478/68,22,2008-09-30 15:52:00,,,,Crime Contra a Administração da Justiça - Lei da Ação de Alimentos ,X
3605,3603,Lei 1.521/51,art. 2º,2008-09-30 15:52:00,,,,Crimes contra a Economia Popular,X
3615,3603,Lei 8.137/90 e Lei 8.176/91,Art. 4º ao 6 e arts. 1º e 2º,2008-09-30 15:52:00,,,,Crimes contra a Ordem Econômica,X
3614,3603,Lei 8.137,Arts. 1º a 2º,2008-09-30 15:52:00,,,,Crimes contra a Ordem Tributária,X
3438,3603,Lei 9.279-96,,2008-09-30 15:52:00,,,,Crimes contra a Propriedade Industrial,X
5881,3438,Lei 9.279/96,Art 191,2008-09-30 15:52:00,,,,"Crimes Cometidos por Meio de Marca, Título de Estabelecimento e Sinal de Propaganda ",X
5880,3438,Lei 9.279/96,Art 189 a 190,2008-09-30 15:52:00,,,,Crimes contra as Marcas,X
5882,3438,Lei 9.279/96,Arts. 192 a 194,2008-09-30 15:52:00,,,,Crimes contra Indicações Geeográficas e Demais Indicações,X
5879,3438,Lei 9.279/96,art 187 a 188,2008-09-30 15:52:00,,,,Crimes contra os Desenhos Industriais,X
5878,3438,Lei 9.279/96,art. 183 a 186,2008-09-30 15:52:00,,,,Crimes contra Patente de Invenção,X
5883,3438,Lei 9.279/96,Art. 195,2008-09-30 15:52:00,,,,Crimes de Concorrência Desleal,X
3616,3603,Lei 8.137/90 e Lei 8.078/90,Art. 7º e arts.61 a 80,2008-09-30 15:52:00,,,,Crimes contra as Relações de Consumo,X
3618,3603,Lei 9.605/98,Arts. 29 a 69A,2008-09-30 15:52:00,,,,Crimes contra o Meio Ambiente e o Patrimônio Genético,X
10986,3618,Lei 9.605/1998,66 a 69-A,2009-05-28 00:00:00,,,,Crime contra a administração ambiental,X
14800,10986,Lei 9.605/1998,66 e 67,2021-09-29 00:00:00,,,,Ato ou Omissão Praticado por Funcionário Público em Abuso de Função,X
3619,3618,Lei 9.605/1998 e Lei 7.643/1987,29 a 37 (Lei 9.605/1998); 1º (Lei 7.643/1987),2008-09-30 15:52:00,,,,Crimes contra a Fauna,X
14779,3619,Lei 9.605/1998,"29, caput e § 1º, I e II",2021-09-28 00:00:00,,,,Caça Ilegal e Condutas Equiparadas,X
14780,3619,Lei 9605/1998,"29, §1º, III e 30",2021-09-28 00:00:00,,,,"Comércio, Posse ou Tráfico Proveniente de Caça Ilegal",X
14781,3619,Lei 9605/1998,31,2021-09-28 00:00:00,,,,Importação Ilegal de Espécies Proibidas ou Controladas,X
14782,3619,Lei 9605/1998,32,2021-09-28 00:00:00,,,,Maus Tratos,X
3620,3618,Lei 9.605/98,Art. 38 a 52,2008-09-30 15:52:00,,,,Crimes contra a Flora,X
14790,3620,Lei 9605/1998,46,2021-09-28 00:00:00,,,,Comércio ou Posse Proveniente de Extração Ilegal de Madeira ,X
14792,3620,Lei 9605/1998,49,2021-09-28 00:00:00,,,,Dano à Propriedade,X
14786,3620,Lei 9605/1998,"38, caput e parágrafo único, 38-A, 40, caput e § 3º, 48, 50,",2021-09-28 00:00:00,,,,Destruição ou Degradação,X
14787,3620,Lei 9605/1998,41 e 42,2021-09-28 00:00:00,,,,Destruição ou Degradação por Incêndio ou Perigo de Incêndio,X
14789,3620,Lei 9605/1998,"39, 45 e 51",2021-09-28 00:00:00,,,,Extração ou Exploração Ilegal de Madeira e Condutas Equiparadas,X
14791,3620,Lei 9605/1998,44,2021-09-28 00:00:00,,,,Mineração Ilegal em Floresta,X
14793,3620,Lei 9605/1998,52,2021-09-28 00:00:00,,,,Outros Atos Contra o Meio Ambiente,X
11780,3618,Lei 9605/98,62 a 65,2010-08-17 00:00:00,2010-08-17 12:10:00,,,Crimes contra o Ordenamento Urbano e o Patrimônio Cultural,X
3627,3618,"Lei nº 5.197/67, Lei nº 7.643/87, Lei 7.679/88, DL 221/67","Lei 5197, art. 27, §3º",2008-09-30 15:52:00,2021-09-29 11:24:00,,,Pesca ,X
