Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JF1G
9189,9148,CPC,826,2008-09-30 15:52:52,,,,Remição,X
10673,9148,Constituição Federal,"100, §§ 3º e 4º",2008-09-30 15:52:52,,,,Requisição de Pequeno Valor - RPV,X
14855,10673,CPC,"535, § 4º",2021-09-29 00:00:00,,,,Parte Incontroversa,X
9484,9148,CPC,"790, I",2008-09-30 15:52:52,,,,Sucessão,X
14856,9484,CPC; Lei 8.213/1991,"Art. 778, § 1º, II (CPC) e art. 112 (Lei 8.213/91)",2021-09-29 00:00:00,,,,Habilitação de Herdeiros,X
14857,9148,CPC,921,2021-09-29 00:00:00,,,,Suspensão da Execução,X
14858,14857,CPC,"921, III",2021-09-29 00:00:00,,,,Ausência de Bens Penhoráveis,X
14859,14857,CPC,"916 e 921, V",2021-09-29 00:00:00,,,,Parcelamento,X
9149,9148,,,2008-09-30 15:52:52,,,,Valor da Execução / Cálculo / Atualização,X
10685,9149,Código Civil e Lei n. 6.899/1981,389 (CC); 1º (Lei 6.889/1981),2008-09-30 15:52:52,,,,Correção Monetária,X
14860,10685,"Resolução/CJF nº 267, de 02.12.2013",,2021-09-29 00:00:00,,,,Incidência do Manual de Cálculos da Justiça Federal,X
14861,10685,,,2021-09-29 00:00:00,,,,Inclusão de Expurgos Inflacionários,X
13543,10685,,,2020-11-04 00:00:00,,,,Taxa SELIC ,X
10684,9149,Código Civil,"389, 406 e 407",2008-09-30 15:52:52,,,,Juros,X
10687,9149,Código Civil e Lei n. 9.065/1995,406 (CC); 13 (Lei 9.065/1995),2008-09-30 15:52:52,,,,Taxa SELIC,X
12940,8826,,,2020-11-04 00:00:00,,,,Mandado de Segurança ,X
12973,12940,,,2020-11-04 00:00:00,,,,Depósito Prévio de Multa Administrativa ,X
8875,8826,CPC,176 a 181,2008-09-30 15:52:52,,,,Ministério Público,X
11781,8826,,,2010-09-17 00:00:00,2022-03-23 15:01:16,,,Objetos de cartas precatórias cíveis/de ordem,X
11786,11781,CPC,"914, § 2º; 915, §§ 2º e 4º",2010-09-17 00:00:00,,,,Atos executórios,X
13045,11786,,,2020-11-04 00:00:00,,,,Ação Anulatória ,X
13150,11786,,,2020-11-04 00:00:00,,,,Embargos de Terceiro ,X
11783,11781,CPC,232,2010-09-17 00:00:00,,,,Citação,X
11785,11781,CPC,261,2010-09-17 00:00:00,,,,Diligências,X
15481,11781,CPC,260 e ss,2024-11-11 17:47:46,,,,Estudo Social,X
11782,11781,CPC,232,2010-09-17 00:00:00,,,,Intimação,X
11784,11781,CPC,"453, II",2010-09-17 00:00:00,,,,Oitiva,X
8883,8826,,,2008-09-30 15:52:52,,,,Órgãos Judiciários e Auxiliares da Justiça,X
8884,8883,,,2008-09-30 15:52:52,,,,Do Juiz,X
10660,8884,CPC,144,2008-09-30 15:52:52,,,,Impedimento,X
12415,8884,CPC,139 a 143,2018-11-23 00:00:00,,,,"Poderes, Deveres e Responsabilidades do Juiz",X
8888,8883,CPC,149 a 175,2008-09-30 15:52:52,,,,Dos Auxiliares da Justiça,X
13188,8888,,,2020-11-04 00:00:00,,,,Impedimento ,X
13304,8888,,,2020-11-04 00:00:00,,,,Suspeição ,X
12941,8826,,,2020-11-04 00:00:00,,,,Penalidades Processuais ,X
12943,8826,,,2020-11-04 00:00:00,,,,Processo Coletivo ,X
12755,12943,,,2020-07-14 00:00:00,,,,Direito Coletivo,X
12757,12755,CDC,"81,parágrafo único, II; 110 e 111",2020-07-14 00:00:00,,,,Interesses ou Direitos Coletivos em Sentido Estrito,X
12756,12755,CDC,"81, parágrafo único, I; 110 e 111",2020-07-14 00:00:00,,,,Interesses ou Direitos Difusos,X
12758,12755,CDC,"81, parágrafo único, III; 110 e 111",2020-07-14 00:00:00,,,,Interesses ou Direitos Individuais Homogêneos,X
8960,8826,,,2008-09-30 15:52:52,,,,Processo e Procedimento,X
8961,8960,CPC,273 e 461,2008-09-30 15:52:52,2020-11-19 13:20:52,,,Antecipação de Tutela / Tutela Específica,X
13306,8961,,,2020-11-04 00:00:00,,,,Suspensão da Execução ,X
8986,8960,CPC,283,2008-09-30 15:52:52,,,,Erro de Procedimento,X
8990,8960,,,2008-09-30 15:52:52,,,,Provas,X
10940,8990,CPC,385 a 388 e 442 a 463,2008-09-30 15:52:52,2011-02-01 11:30:20,,,Depoimento,X
14863,10940,CPC,361,2021-09-29 00:00:00,,,,Perito,X
14862,10940,CPC,"357, §4º a 7º, 442 a 463",2021-09-29 00:00:00,,,,Testemunha,X
14864,8990,CPC,464,2021-09-29 00:00:00,,,,Perícia Judicial,X
14867,14864,CPC,"156, § 5º",2021-09-29 00:00:00,,,,Designada em Outra Localidade,X
14865,14864,CPC,"464, § 1º",2021-09-29 00:00:00,,,,Indeferida,X
14866,14864,CPC,464,2021-09-29 00:00:00,,,,Não Realizada,X
12419,8990,CPC,369 a 384; 389 a 441 e 463 a 484,2018-11-23 00:00:00,,,,Provas em geral,X
9024,8960,CPC,344 a 346,2008-09-30 15:52:52,,,,Revelia ,X
9026,8960,CPC,489 a 495,2008-09-30 15:52:52,,,,Vícios Formais da Sentença,X
9045,8826,,,2008-09-30 15:52:52,2009-05-29 12:07:39,,,Recurso,X
9098,9045,"Constituição Federal, CPC, CPP, CLT, Código Eleitoral, CPPM e Lei n. 9.099/1995","102, II e III; 105, II e III (CF); 994; 1.009; 1.015; 1.021, caput; 1.022; 1.027; 1.030, I, III, V e §§ 1º e 2º; 1.035, caput e §§ 1º a 3º, 6º e 7º; 1.036, §§ 2º e 3º; 1.037, §§ 9º e 13; 1.042, caput ; 1.043 (CPC); 581; 593 , I a III; 619; 639 (CPP)",2008-09-30 15:52:52,,,,Cabimento,X
9047,9045,"CPC, CPP, CLT, Código Eleitoral, CPPM, Lei n. 9.099/1955","987, caput e § 1º; 1.012; 1.019, I; 1.026, caput; 1.029, § 5º (CPC); 584, caput; 597; 598, caput; 637; 646 (CPP); 893, § 2º; 896, § 1º ; 899, caput (CLT); 257, caput e § 2º (Código Eleitoral); 65, § 2º, 106, §§1º e 2º;194,par. único e outros (CPPM)",2008-09-30 15:52:52,,,,Efeitos,X
9060,9045,CPC,Arts. 506 a 508,2008-09-30 15:52:52,2018-11-27 16:40:47,,,Prazo,X
10668,9060,CPC e Lei n. 9.800/1999,"1.017, § 2º, IV e § 4º (CPC); 2º, caput (Lei n. 9.800/1999)",2008-09-30 15:52:52,,,,Fac-símile,X
10669,9060,CPC,"1.017, § 2º, II",2008-09-30 15:52:52,,,,Protocolo Integrado / Descentralizado,X
12420,9060,"CPC, Lei n. 9.099/1995, CPP, CLT, Código Eleitoral e CPPM","1.003;1.023,caput;1.026,caput;1.044,§1º(CPC);42,caput;49,50,82,§1º;83,§§1ºe2º(L.9.099/1995);575;586;593,caput;598;619;640(CPP);894,capute§4º;895,caput;896,§12;897,caput;897-A,capute§3º(CLT);258;259;275,§1º;276,caput;279,caput;281,caput;282(C.Eleit.)",2018-11-27 00:00:00,,,,Tempestividade,X
14868,12420,CPC,219,2021-09-29 00:00:00,,,,Contagem de Prazo,X
14869,12420,CPC,219,2021-09-29 00:00:00,,,,Interposição Recursal em Juízo Incompetente,X
9050,9045,"CPC, Lei n. 9.289/1996, CPP, CLT, Código Eleitoral, CPPM, Lei n. 9.099/1995","99, §§ 5º e 7º; 1.007; 1.023, caput (CPC); 14, II (Lei 9.289/1996); 806, § 2º (CPP); 896, § 14; 899 (CLT); 275, § 2º (Código Eleitoral); 712 (CPPM); 42; 54, parágrafo único (Lei n. 9.099/1995)",2008-09-30 15:52:52,2020-11-19 13:44:47,,,Preparo/Deserção,X
14872,9050,CPC,"1007, § 4º",2021-09-29 00:00:00,,,,Ausência de Recolhimento,X
14873,9050,CPC,"1007, § 2º",2021-09-29 00:00:00,,,,Complemento,X
14871,9050,CPC,290,2021-09-29 00:00:00,,,,Custas do Recurso,X
14870,9050,Lei 6.830/1980,39,2021-09-29 00:00:00,,,,Custas Estaduais,X
10666,9045,CPC,"997, caput",2008-09-30 15:52:52,,,,Regularidade Formal,X
14874,10666,CPC,"1.010, III",2021-09-29 00:00:00,,,,Razões Dissociadas,X
12152,8826,Código de Processo Civil,304,2017-05-05 00:00:00,2018-11-23 16:13:49,,,Revisão de Tutela Antecipada,X
9192,8826,,,2008-09-30 15:52:52,2018-11-23 14:53:16,,,Tutela Provisória,X
9532,9192,CPC,"83; 300, § 1º; 337, XII; 520, IV; 521; 525, §§ 6º e 10; 559; 641, § 2º; 678, parágrafo único; 704, IV; 708, § 3º; 840, III; 917, § 6º",2008-09-30 15:52:52,2018-11-22 17:15:31,,,Caução,X
9524,9192,CPC,302,2008-09-30 15:52:52,,,,Indenização do Prejuízo,X
9196,9192,CPC,"300, § 2º",2008-09-30 15:52:52,,,,Liminar ,X
12418,9192,CPC,"304,§§ 2º a 6º",2018-11-23 00:00:00,2018-11-23 16:11:12,,,Revisão de Tutela Antecipada Antecedente,X
12417,9192,CPC,294 a 299 e 311,2018-11-23 00:00:00,,,,Tutela de Evidência,X
12416,9192,CPC,"294 a 304, § 1º e 305 a 310",2018-11-23 00:00:00,2018-11-23 16:03:29,,,Tutela de Urgência,X
1209,,,,,,,,DIREITO PROCESSUAL PENAL,X
4263,1209,,,2008-09-30 15:52:52,,,,Ação Penal,X
10902,4263,CPP; CPPM,"401, § 1.º; 390, 453",2008-09-30 15:52:52,,,,Excesso de prazo para instrução / julgamento,X
7935,4263,CPP,60,2008-09-30 15:52:52,,,,Perempção,X
10925,4263,,,2008-09-30 15:52:52,,,,Provas,X
14238,10925,"Lei 13,431/2017",11,2021-01-28 00:00:00,,,,Produção Antecipada de Provas,X
15056,1209,CPP,"28-A, § 6º",2022-06-01 00:00:00,,,,Acordo de Não Persecução Penal,X
7942,1209,,,2008-09-30 15:52:52,2020-06-05 14:48:55,,,Execução Penal e de Medidas Alternativas,X
12730,7942,CPP,"28-A, § 6º",2020-06-05 00:00:00,2022-06-01 15:36:27,,,Acordo de Não Persecução Penal,X
7793,7942,,,2008-09-30 15:52:52,,,,Medidas de Segurança,X
7795,7793,CP; CPM; CPPM,"97; 112, § 1.º; 659 e ss",2008-09-30 15:52:52,,,,Internação,X
7794,7793,CP,97,2008-09-30 15:52:52,,,,Tratamento Ambulatorial,X
7792,7942,CP,49,2008-09-30 15:52:52,,,,Pena de Multa,X
7791,7942,CP,Art. 33 a 42,2008-09-30 15:52:52,,,,Pena Privativa de Liberdade,X
14929,7791,Lei 7.210/1984,"66, III, c c/c 192",2021-09-30 00:00:00,,,,Comutação de Pena,X
14931,7791,Lei 7.210/1984,"118, I e II e 111, parágrafo único",2021-09-30 00:00:00,,,,Contagem de Prazo para os Benefícios,X
14930,7791,Lei 7.210/1984,50 e 51,2021-09-30 00:00:00,,,,Falta Grave,X
14932,7791,Lei 7.210/1984,146-B,2021-09-30 00:00:00,,,,Monitoração Eletrônica,X
10635,7791,Lei 7.210/1984,"66, III, b",2008-09-30 15:52:52,2021-09-30 14:48:49,,,Progressão de Regime,X
10864,10635,Lei 8.072,"2º, § 2",2008-09-30 15:52:52,2020-06-05 14:58:49,,,Crimes Hediondos,X
10906,7791,7.210/1984,"66, III, ""b""",2008-09-30 15:52:52,2021-09-30 14:50:38,,,Regressão de Regime,X
10637,7791,Lei n.º 7.210/1984,"66, III, c c/c 126",2008-09-30 15:52:52,2021-09-30 14:58:42,,,Remição,X
14933,7791,Lei 7.210/1984,"66, IV",2021-09-30 00:00:00,,,,Saídas Temporárias,X
14934,7791,Lei 7.210/1984,"66, III, a c/c 111",2021-09-30 00:00:00,,,,Unificação de Pena,X
7790,7942,,,2008-09-30 15:52:52,,,,Pena Restritiva de Direitos,X
7788,7790,cp,art. 43,2008-09-30 15:52:52,,,,Interdição Temporária de Direitos,X
7789,7790,cp,Art 43,2008-09-30 15:52:52,,,,Limitação de Fim de Semana,X
7786,7790,cp,43,2008-09-30 15:52:52,,,,Perda de Bens e Valores,X
7787,7790,cp,43,2008-09-30 15:52:52,,,,Prestação de Serviços à Comunidade,X
7785,7790,cp,43,2008-09-30 15:52:52,,,,Prestação Pecuniária,X
12732,7942,Lei 9.099,89,2020-06-05 00:00:00,,,,Suspensão Condicional de Processo,X
12731,7942,"Lei 9,099/1995",76,2020-06-05 00:00:00,,,,Transação Penal,X
7945,1209,CPP; CPPM,"581, XVIII; 163",2008-09-30 15:52:52,,,,Falsidade,X
4310,1209,cpp,322,2008-09-30 15:52:52,,,,Fiança,X
11703,1209,,,2010-04-22 00:00:00,,,,Habeas Corpus,X
10891,11703,CPP; CPPM,647; 466,2008-09-30 15:52:52,,,,Habeas Corpus - Cabimento,X
11704,11703,Constituição Federal,"5º, LXVIII",2010-04-22 00:00:00,,,,Habeas Corpus - Liberatório,X
11705,11703,Constituição Federal,"5°, LXVIII",2010-04-22 00:00:00,,,,Habeas Corpus - Preventivo,X
7937,1209,CPP,439 e 440,2008-09-30 15:52:52,,,,Inclusão/exclusão de Jurado,X
10604,1209,,,2008-09-30 15:52:52,,,,Investigação Penal,X
14875,10604,Lei nº 12.850/2013; Decreto nº 5.015/2004,8º (Lei 12.850/2013); 20 (Decreto 5.015/20040,2021-09-29 00:00:00,,,,Ação Controlada,X
12640,10604,,,2020-06-03 00:00:00,,,,Arquivamento de Procedimento Investigatório Criminal - PIC-MP,X
14876,10604,Lei 12.850/2013,"3, II",2021-09-29 00:00:00,,,,"Captação Ambiental de Sinais Eletromagnéticos, Ópticos e Acústicos",X
10606,10604,,,2008-09-30 15:52:52,,,,Cerceamento de Defesa,X
14877,10604,Lei nº 12.850/2013; Decreto nº 5.015/2004; Lei n.º 9.807/1999; Lei n.º 11.343/2006,4º,2021-09-29 00:00:00,,,,Colaboração Premiada,X
10605,10604,CPP,24,2008-09-30 15:52:52,,,,Competência do MP,X
14878,10604,Lei 12.850/2013,"3, VIII",2021-09-29 00:00:00,,,,Cooperação entre Instituições e Órgãos Públicos na Busca de Provas/Informações,X
14879,10604,Lei 12.850/2013,"3, VII",2021-09-29 00:00:00,,,,Infiltração de Agentes,X
14124,10604,Lei 9.296/1996 e Resolução CNJ 328/2020,"1º, parágrafo único (Lei 9.296/1996); 1º (Resolução CNJ 328/2020)",2021-01-18 00:00:00,,,,Quebra de Sigilo Telemático,X
10607,10604,CF; LC 105/2001,"5.º, XII",2008-09-30 15:52:52,,,,Quebra do Sigilo Bancário,X
10608,10604,CF,"5.º, X e XII",2008-09-30 15:52:52,,,,Quebra do Sigilo Fiscal,X
10609,10604,Lei 9.296/96,1º,2008-09-30 15:52:52,,,,Quebra do Sigilo Telefônico,X
10610,10604,,,2008-09-30 15:52:52,,,,Trancamento,X
4291,1209,CPP,Arts. 69 a 91,2008-09-30 15:52:52,,,,Jurisdição e Competência,X
7928,1209,CPP; CPPM,310; 270,2008-09-30 15:52:52,2009-08-14 10:36:01,,,Liberdade Provisória,X
10912,1209,,,2008-09-30 15:52:52,,,,Medidas Assecuratórias,X
10914,10912,CPP; CPPM,240; 170,2008-09-30 15:52:52,,,,Busca e Apreensão de Bens,X
10913,10912,CPP; CPPM,125; 199 e ss,2008-09-30 15:52:52,,,,Indisponibilidade / Seqüestro de Bens,X
14935,1209,CPP,"319, IX",2021-09-30 00:00:00,,,,Monitoração Eletrônica - Medida Cautelar,X
15033,1209,DL 3.689/1941 (CPP),"174, 177, 222, 289, 353, 473",2022-03-23 00:00:00,,,,Objetos de Cartas Precatórias Criminais,X
15037,15033,DL 3689/1941 - CPP,,2022-03-23 00:00:00,,,,Alvará de Soltura,X
15040,15033,DL 3689 - CPP,,2022-03-23 00:00:00,,,,Busca e Apreensão,X
15034,15033,DL 3689/1941 - CPP,385,2022-03-23 00:00:00,,,,Citação,X
15044,15033,DL 3689/1941 - CPP,,2022-03-23 00:00:00,,,,Comunicação de Prisão - BNMP,X
15036,15033,DL 3689/1941 - CPP,174,2022-03-23 00:00:00,,,,Diligências,X
15042,15033,DL 3689/1941 - CPP,,2022-03-23 00:00:00,,,,Interrogatório,X
15035,15033,DL 3689/1941 - CPP,,2022-03-23 00:00:00,,,,Intimação,X
15041,15033,DL 3689/1941 - CPP,222 e 473,2022-03-23 00:00:00,,,,Oitiva,X
15043,15033,DL 3689/1941 - CPP,289,2022-03-23 00:00:00,,,,Prisão Domiciliar,X
15038,15033,DL 3689/1941 - CPP,289,2022-03-23 00:00:00,,,,Prisão Preventiva,X
15039,15033,DL 3689/1941 - CPP,289,2022-03-23 00:00:00,,,,Prisão Temporária,X
7929,1209,CPP; CPPM,301; 243,2008-09-30 15:52:52,,,,Prisão em flagrante,X
4355,1209,CPP; CPPM,311; 254,2008-09-30 15:52:52,,,,Prisão Preventiva,X
10632,1209,Lei 7.960/89,2º,2008-09-30 15:52:52,,,,Prisão Temporária,X
14880,1209,,,2021-09-29 00:00:00,,,,Questões Incidentes,X
14881,14880,CPP,118 e ss,2021-09-29 00:00:00,2021-09-30 17:24:00,,,Destinação de Bens e Mercadorias/Coisas Apreendidas,X
14959,14881,CPP,"120, § 5º e 133",2021-09-30 00:00:00,,,,Avaliação e Venda em Leilão Público,X
14958,14881,CPP,124 e 124-A,2021-09-30 00:00:00,,,,Destruição ou Destinação das Coisas Apreendidas,X
14960,14881,Lei 10.826/2003,"25, caput e §§",2021-09-30 00:00:00,,,,Encaminhamento ao Comando do Exército,X
14957,14881,CPP,"120, caput e § 2º",2021-09-30 00:00:00,,,,Restituição de Coisas Apreendidas,X
14882,14880,Res. CNJ nº 154; Res. CJF nº 295/14,Art. 32 c/c art. 60 e seguintes,2021-09-29 00:00:00,,,,Destinação de Recursos Decorrentes da Pena de Prestação Pecuniária,X
12159,1209,,,2017-11-24 00:00:00,,,,Registro de Ocorrência pela PM,X
14,,,,,,,,DIREITO TRIBUTÁRIO,X
6031,14,CF 1988,149,2008-09-30 15:52:52,,,,Contribuições,X
6044,6031,CF 1988 ; L 1.166/1971,"149 ; 4º, § 1º",2008-09-30 15:52:52,,,,Contribuições Corporativas,X
6046,6044,CF 1988; L 2.800/1956 ; L 6.994/1982 ; L 10.795/2003 ; L 11.000/2004,149,2008-09-30 15:52:52,,,,Conselhos Regionais e Afins (Anuidade),X
6047,6044,CF 1988 ; CLT,149 ; 579 e 580 ; 27 e 28,2008-09-30 15:52:52,,,,Contribuição Sindical,X
10565,6044,"CF, CLT e DL1166/71","CF, art. 149; CLT, art. 578 a 591; DL 1166",2008-09-30 15:52:52,,,,Contribuição Sindical Rural,X
6045,6044,CF 1988 ; L 2.613/1955 ; DL 4.048/1942 ; DL 8.621/1946 ; DL 9.853/1946 ; L 8.029/1990 ; L 8.154/1990 ; L 8.315/1991; D 566/1992 ; D 790/1993 ; L 8.706/1993 ; D 1.007/1993 ; D 1.092/1994,149,2008-09-30 15:52:52,,,,"Contribuições para o SEBRAE, SESC, SENAC, SENAI e outros",X
6032,6031,CF 1988 ; CTN ; DL 195/1967,"145, III ; 81 e 82",2008-09-30 15:52:52,,,,Contribuições de Melhoria,X
6071,6031,,,2008-09-30 15:52:52,,,,Contribuições Especiais,X
6075,6071,L 7.920/1989,art. 1º,2008-09-30 15:52:52,,,,Adicional de Tarifa Aeroportuária,X
6076,6071,DL 2.404/1987 ; DL 2.414/1988 ; L 10.893/2004,"Lei 10893, art. 1º",2008-09-30 15:52:52,,,,AFRMM/Adicional ao Frete para Renovação da Marinha Mercante ,X
6074,6071,L 8.630/1993 ; D 1.035/1993,"Lei 8630, art. 61",2008-09-30 15:52:52,,,,AITP/Adicional de Indenização do Trabalhador Portuário Avulso,X
6073,6071,L 7.700/1988 ; L 9.309/1996; Sum 50 STJ,"Lei 7700, art. 1º",2008-09-30 15:52:52,,,,ATP/Adicional de Tarifa Portuária,X
6083,6071,CF 1988,149-A,2008-09-30 15:52:52,,,,Contribuição de Iluminação Pública,X
6080,6071,CF 1988 ; Lei 10.336/2001,"149 ; 177, § 4º",2008-09-30 15:52:52,,,,Contribuição de Intervenção no Domínio Econômico (CIDE),X
6086,6071,L 4.870/1965 ; DL 308/1967,36-B ; 3º,2008-09-30 15:52:52,,,,Contribuição sobre Açúcar e Álcool,X
6079,6071,L 10.168/2000,art. 2º,2008-09-30 15:52:52,,,,Contribuição sobre licença de uso ou transferência de tecnologia,X
6087,6071,L 9.539/1997,art. 1º,2008-09-30 15:52:52,,,,CPMF/Contribuição Provisória sobre Movimentação Financeira,X
6085,6071,L 8.036/1990 ; LC 110/2001; Sum 210 STJ,"Lei 8036, art. 1º",2008-09-30 15:52:52,,,,FGTS/Fundo de Garantia Por Tempo de Serviço,X
6072,6071,L 6.127/1974 ; L 6.093/1974 ; DL 2.186/1984,"Lei 4117/62, art. 51",2008-09-30 15:52:52,,,,FNT/Fundo Nacional de Telecomunicações,X
6081,6071,DL 1.437/1975,art. 6º,2008-09-30 15:52:52,,,,FUNDAF/Fundo Especial de Desenvolvimento e Aperfeiçoamento das Atividades de Fiscalização ,X
6077,6071,L 9.424/1996 ; EC 14/1996,art. 1º,2008-09-30 15:52:52,2021-09-29 16:57:40,,,FUNDEB/FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério,X
6082,6071,L 5.787/1972 ; D 92.512/1986 ; L 8.237/1991 ; MP 2.131/2000,"81§ 1º ; 11, II, a e 14, I e II ; 75, II ; ;",2008-09-30 15:52:52,,,,FUSEX/FUNSA/FUSMA/Fundo de Saúde das Forças Armadas,X
14885,6082,Lei 6880/1980; Decreto 92512/1986,"50, § 2º",2021-09-29 00:00:00,,,,Fundo de Saúde da Aeronáutica - FUNSA,X
14886,6082,Lei 6880/1980; Decreto 92512/1987,"50, § 2º",2021-09-29 00:00:00,,,,Fundo de Saúde da Marinha - FUSMA,X
14884,6082,Lei 6.880/1980; Portaria 049/2008 DGP; Decreto 92512/1986,"50, § 2º",2021-09-29 00:00:00,,,,Fundo de Saúde do Exército - FUSEX,X
6084,6071,Lei 4156/62,art. 1º,2008-09-30 15:52:52,,,,IUEE/Imposto Único sobre Energia Elétrica,X
6078,6071,L 10.438/2002,arts. 1º e 2º,2008-09-30 15:52:52,,,,Seguro Apagão (Lei 10.438/02),X
6048,6031,CF 1988 ; L 8.212/1991,"195, I, a e II",2008-09-30 15:52:52,,,,Contribuições Previdenciárias,X
6062,6048,8.212/1991,"28, I e § 9º, e, 6.",2008-09-30 15:52:52,,,,1/3 de férias,X
14887,6048,CF; Lei 10.887/2004; Lei 11.907/2009,40 (CF); 4º (Lei 10.887/2004); 304 (Lei 11.907/2009),2021-09-29 00:00:00,2021-09-29 17:20:11,,,Adicional de Plantão Hospitalar,X
6052,6048,CF 1988 ; L 8.212/1991 ; L 9.032/1995,"195, II ; 12, §4º",2008-09-30 15:52:52,,,,Aposentadoria/Retorno aoTrabalho,X
6063,6048,L 8.212/1991,"28, I e § 9º, c",2008-09-30 15:52:52,,,,Auxílio-Alimentação,X
6053,6048,CF 1988 ; L 8.212/1991 ; L 8.647/1993,"40, § 13 ; 12, I, g",2008-09-30 15:52:52,,,,Cargo em Comissão,X
6070,6048,L 7.787/1989 ; L 8.212/1991 ; LC 84/1996,"3º, I ; 22, I",2008-09-30 15:52:52,,,,"Contribuição de Autônomos, Empresários (Pró-labore) e Facultativos",X
6060,6048,CF 1988 ; Lei 8.212/91,"195, I, a ; 22, I",2008-09-30 15:52:52,,,,Contribuição sobre a folha de salários,X
6069,6048,L 8.212/1991,31,2008-09-30 15:52:52,,,,Contribuição sobre Nota Fiscal de Execução de Serviços,X
6064,6048,L 8.212/1991,"28, I e § 9º, q",2008-09-30 15:52:52,,,,Custeio de Assistência Médica,X
6061,6048,LEI 6.950/1981; Lei 7.787/1989,,2008-09-30 15:52:52,,,,Devolução de contribuições previdenciárias pagas além do teto,X
6056,6048,CF 1988 ; L 7.789/1989 ; L 8.212/1991 ; D 612/1992 ; Lei 8.620/1993 ; D 3.048/1999 ; L 9.783/1999 ; Sum 207 STF,"195, I, b ; 1º ; 22, 28, § 7º ; ; 7º, § 2º ; 37 § 7º ; 1º e 6º.",2008-09-30 15:52:52,,,,Gratificação Natalina/13º Salário,X
6065,6048,L 8.212/1991,"28, I",2008-09-30 15:52:52,,,,Hora Extra,X
14888,6048,ADCT; Lei 10.559/2002,8º (ADCT); 9º (Lei 10.559/2002),2021-09-29 00:00:00,,,,"Indenização a Anistiados Políticos, Civis ou Militares",X
6058,6048,CF 1988 ; L 8.212/1991,"195,I, b",2008-09-30 15:52:52,,,,Indenização Trabalhista,X
6051,6048,CF 1988 ; L 8.212/1991 ; L 9.506/1997; Res 26/2005 SF ; L 10.887/2004,"195, II ; 12, I, h e j",2008-09-30 15:52:52,,,,Mandato Eletivo/Lei 9.506/97,X
6066,6048,L 8.212/1991 ; Sum 417 STF,"51, Parágrafo Único",2008-09-30 15:52:52,,,,Massa Falida- Recolhimento,X
6067,6048,L 8.212/1991,"22, IV",2008-09-30 15:52:52,,,,Nota Fiscal ou Fatura,X
6057,6048,CF 1988 ; L 8.212/1991 ; L 8.213/1991 ; L 8.540/1992 ; L 8.870/1994 ; L 10.256/2001,"154, I e 195, § 4º e § 8º ; 25 e 25-A",2008-09-30 15:52:52,,,,Produção Agropecuária,X
6059,6048,CLT ; D 22919/1987 ; L 8.212/1991 ; L 9.528/1997 ; Port 3.296/1986 MT 389,"§ 1º ; ; 28,§ 9º, e, 9, s",2008-09-30 15:52:52,,,,Reembolso auxílio-creche,X
6068,6048,L 8.212/1991,"28, § 9º, a",2008-09-30 15:52:52,,,,Salário-Maternidade,X
6049,6048,CF 1988 ; L 8.112/1990 ; L 8.162/1991 ;L 8.688/1993; MP 520/1994; MP 628/1994; L 9.630/1998; L 9.783/1999 ; L 10.887/2004,"40, e 149, §1º ; 231 ; 9º ; ; ; ; ; ; 4º, 5º e 6º.",2008-09-30 15:52:52,,,,Servidores Ativos,X
6050,6048,CF 1988 ; L 10.887/2004,"40, §18 e §21 e 149, §1º ; 231 ; 9º; 5º e 6º",2008-09-30 15:52:52,,,,Servidores Inativos,X
14889,6048,Lei 12.546/2011,7º e 8º,2021-09-29 00:00:00,,,,Sobre a Receita Bruta (Substitutiva),X
6055,6048,CF 1988 ; L 8.212/1991,"195, I, b ; 20 e 21",2008-09-30 15:52:52,,,,Tempo de Serviço Rural/Contribuições não Recolhidas,X
6054,6048,CF 1988 ; L 8.212/1991,"195, I, b ; 20 e 21",2008-09-30 15:52:52,,,,Tempo de Serviço Urbano/Contribuições não Recolhidas,X
6033,6031,CF 1988,149 ; 195 § 4º,2008-09-30 15:52:52,,,,Contribuições Sociais,X
6035,6033,CF 1988 ; LC 70/1991; L 9.718/1998 ; 10.833/2003,"195, I , b",2008-09-30 15:52:52,,,,Cofins,X
14891,6035,Lei 6.729/1979; Lei 9.718/1998,1º e 2º (Lei 6.729/1979); 2º e 3º (Lei 9.718/1998),2021-09-29 00:00:00,,,,Concessionárias de Veículos,X
14890,6035,Lei 5.794/1979; Lei 10.833/1979,"79 (Lei 5.794/1979); 10, VI (Lei 10.833/1979)",2021-09-29 00:00:00,,,,Cooperativa,X
14892,6035,Lei 8.212/1991; Lei 9.718/1998,"22, § 1º (lei 8.212/1991(; 3º, § 6º (Lei 9.718/1998)",2021-09-29 00:00:00,2021-09-29 17:33:55,,,Equiparação com Instituições Financeiras,X
14893,6035,LC 70/1991,2º,2021-09-29 00:00:00,2021-09-29 17:56:06,,,Locação de Bem Móvel e Imóvel,X
14894,6035,Lei 11.033/2004,17,2021-09-29 00:00:00,,,,Regime Monofásico,X
10562,6033,Lei 9718/98,"art. 2º e 5º, §12",2008-09-30 15:52:52,,,,COFINS - Importação,X
